group,model,rmse,mae,mape,file_index
Random,Informer,0.28978404,0.22929275,16.19354784,8
Random,Informer,0.29219833,0.23192519,16.56590998,9
Fixed,IMOE,0.048453137,0.03746522,3.49554196,0
Fixed,IMOE,0.043487847,0.034159087,3.41972746,1
Fixed,IMOE,0.05331846,0.03962476,3.567004576,2
Fixed,IMOE,0.039205164,0.032851793,2.73288358,3
Fixed,IMOE,0.04465812,0.03368415,2.725808136,4
Fixed,IMOE,0.037056763,0.028873986,2.46244818,5
Fixed,IMOE,0.044587463,0.035615183,3.01549267,6
Fixed,IMOE,0.03846109,0.029425213,2.546188794,7
Fixed,IMOE,0.03588706,0.028761132,2.312957123,8
Fixed,IMOE,0.04263329,0.032205485,3.297296166,9
Fixed,PATCHTST,0.46859738,0.38390058,29.2547822,0
Fixed,PATCHTST,0.4706237,0.3864671,29.60384786,1
Fixed,PATCHTST,0.48341534,0.39630872,28.83953452,2
Fixed,PATCHTST,0.5691045,0.46746093,39.05366361,3
Fixed,PATCHTST,0.45604065,0.377914,30.30901849,4
Fixed,PATCHTST,0.46630853,0.38041303,29.54242229,5
Fixed,PATCHTST,0.4696377,0.3858588,28.9811939,6
Fixed,PATCHTST,0.47494012,0.3890969,30.13090789,7
Fixed,PATCHTST,0.46977893,0.38489923,28.69445682,8
Fixed,PATCHTST,0.4735238,0.38695493,28.89707685,9
Fixed,Informer,0.48685026,0.40375888,30.89721799,0
Fixed,Informer,0.473748,0.3940471,31.48622513,1
Fixed,Informer,0.48718932,0.40194297,30.66953719,2
Fixed,Informer,0.50904524,0.4182016,30.62475622,3
Fixed,Informer,0.50137156,0.41435915,30.87970912,4
Fixed,Informer,0.4797763,0.39399183,30.80581725,5
Fixed,Informer,0.4775187,0.39244744,30.2303791,6
Fixed,Informer,0.4748282,0.39094,30.93322515,7
Fixed,Informer,0.47271973,0.3907709,31.33000433,8
Fixed,Informer,0.483919,0.3982842,31.4067781,9
