Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
69,"[0.004, 0.005725317153888588, 0.006933451641526206, 0.008050711193568316, 0.009340342197485049, 0.011176742395071236, 0.012823929571828725, 0.014056722689075622, 0.014995498199279693, 0.017953689167974796, 0.020652122918132763, 0.022133437990580835, 0.023770277341705916, 0.025518607442976765, 0.02888183421516746, 0.030501378929950314, 0.034270572745227094, 0.036252456538170864, 0.0378286722096245, 0.04202896642527975, 0.04410319599537919, 0.047005291005290856, 0.049902194840200004, 0.05395128373930198, 0.05618027210884288, 0.06087421907538524, 0.06476074685193224, 0.06786864564007375, 0.07392664092664088, 0.0782653061224489, 0.08405363075462716, 0.09037990580847698, 0.09808953258722827, 0.10078061224489782, 0.11253741496598633, 0.11995391705069085, 0.12758276643990912, 0.13679455782312838, 0.14868979591836723, 0.157750355956336, 0.17168670711527825, 0.18416249518675398, 0.18987577639751527, 0.20339836734693859, 0.2165453061224487, 0.23434612244897937, 0.2422587755102041, 0.25591918367346883, 0.26891375905200793, 0.285]",7.2,25,-7.2,0.411,0.406
70,"[0.003, 0.004993720565149202, 0.005861224489795928, 0.006836734693877567, 0.007833594976452134, 0.009028182701652052, 0.010245991253644312, 0.011403061224489811, 0.012883587237711935, 0.01536017650303374, 0.01713890717577361, 0.01879855167873599, 0.021475947521865924, 0.023897455278407653, 0.025936877076412037, 0.02813718820861689, 0.029937074829931982, 0.03261502782931358, 0.035009603841536674, 0.03814752889107448, 0.039708876321613046, 0.04460317460317467, 0.046791465677180066, 0.05077330391616108, 0.053559334845049204, 0.05663183673469391, 0.06207699443413742, 0.06497781721384209, 0.07004761904762061, 0.0738957725947522, 0.07837919684002632, 0.0834640638864241, 0.08960770975056755, 0.10028316326530667, 0.10533916423712418, 0.11444155844155852, 0.12258163265306139, 0.13109989258861443, 0.14307841031149326, 0.15200680272108866, 0.1651311953352775, 0.17197376093294436, 0.17998062953995153, 0.19773032069970845, 0.20922448979591898, 0.2194314458177639, 0.23707175773535286, 0.24888163265306176, 0.26332845591066634, 0.278]",7.2,25,-7.2,0.401,0.398
71,"[0.004, 0.004984929356357906, 0.006703805846663002, 0.007774616415909404, 0.008709220914643236, 0.009948430985297303, 0.011487820934825567, 0.013445269016697589, 0.015070563818747846, 0.016346553715825888, 0.01869669247009151, 0.02090429275158343, 0.022590776570368332, 0.024485086342229182, 0.02714285714285706, 0.029575841147269747, 0.031906122448979495, 0.034082729866140034, 0.03585469387755099, 0.03891285162713756, 0.04212172011661808, 0.04398571428571425, 0.04729795918367357, 0.05143815077051227, 0.05495863210148932, 0.0591078717201167, 0.06270593692022255, 0.06793877551020408, 0.07142285714285725, 0.07377113702623937, 0.07876282404853815, 0.08789239332096481, 0.09273224489795957, 0.10089387755102042, 0.10705782312925176, 0.11517511520737336, 0.12260728075013823, 0.13393775510204076, 0.14521938775510201, 0.1518927852831274, 0.16403329752953877, 0.1726676384839642, 0.18362987012987023, 0.19627020408163315, 0.21081122448979567, 0.2242040816326538, 0.23549489795918385, 0.24966326530612307, 0.2599959183673474, 0.278]",7.2,25,-7.2,0.391,0.387
72,"[0.005, 0.005445961483184843, 0.0058919229663696535, 0.007390712806861979, 0.009098860323350225, 0.010578437435580295, 0.011857761286332749, 0.013210445468509949, 0.014950437317784275, 0.016956021845357962, 0.018761313220940604, 0.02066425279789346, 0.022674411302982853, 0.024622919937205702, 0.026742857142857304, 0.029876350540216163, 0.03147528891074506, 0.03356796303427039, 0.03585276967930032, 0.039306122448979824, 0.042760568513119684, 0.04463736263736265, 0.04713151927437682, 0.0510627551020409, 0.05405398288347604, 0.058961966604824, 0.061372535454860155, 0.0657738554881414, 0.07014617940199326, 0.07483755102040883, 0.07876102699144182, 0.08579138321995465, 0.08993877551020502, 0.09806204081632716, 0.10609554730983298, 0.11452747252747379, 0.12113211600429663, 0.13142136854741912, 0.14295879861378544, 0.14914417379855188, 0.1617328385899815, 0.17323129251700636, 0.17923571428571458, 0.1916032653061227, 0.20638917892738495, 0.22039566847147038, 0.23244981257809252, 0.2460365198711066, 0.25504183673469416, 0.27]",7.2,25,-7.2,0.386,0.385
73,"[0.004, 0.004789960704778837, 0.0055799214095576186, 0.006546339636772192, 0.007713162329151854, 0.009957517700957975, 0.011214582920546914, 0.012901669758812637, 0.01509543817527014, 0.015718887555022043, 0.0177033349925337, 0.019620005748778424, 0.021789358600583068, 0.024144427001569872, 0.026101098901098976, 0.028060566161948654, 0.03012390670553935, 0.03229895201323769, 0.03406874328678835, 0.038685319289006016, 0.04086176357335381, 0.04319387755102043, 0.04641296518607428, 0.049181040157998686, 0.05352816326530612, 0.05567083607636598, 0.060944341372912575, 0.06488115246098437, 0.06872811059907848, 0.07193306122448971, 0.0803371783496007, 0.08309778911564615, 0.08957823129251702, 0.09563480128893666, 0.10526530612244846, 0.1087557603686635, 0.12104213298222512, 0.12750799779371164, 0.1401354359925793, 0.14560326530612241, 0.16037387755101998, 0.16773955296404264, 0.1785306122448977, 0.1905159183673464, 0.2047781435154699, 0.21677061224489783, 0.22678693877550957, 0.23987755102040417, 0.25102915451895047, 0.27]",7.2,25,-7.2,0.385,0.381
74,"[0.004, 0.0054327938071780085, 0.00650204081632651, 0.0076751241036954925, 0.009260904361744645, 0.010482993197278913, 0.011826647900539533, 0.013480243161094278, 0.015572306341891584, 0.01691266183892909, 0.01833943232465393, 0.021416810792113442, 0.022473192666897242, 0.024562244897959308, 0.026815980629540014, 0.029862107004964195, 0.031652402896642534, 0.033632339089481905, 0.03615339038841337, 0.03844717887154857, 0.04114947600661879, 0.04283397683397695, 0.04700749687630161, 0.05044752186588937, 0.053066938775510296, 0.05794597839135677, 0.060324489795918666, 0.06545978391356554, 0.06859453781512627, 0.07382349696635426, 0.07796598639455891, 0.0841248979591839, 0.08986573576799162, 0.0971756051257713, 0.1025547309833022, 0.11135428571428606, 0.11829251700680284, 0.12817346938775495, 0.13719265306122447, 0.14278933508887412, 0.15434693877551, 0.16646550048590855, 0.17961904761904898, 0.18953227821740967, 0.19596278511404622, 0.2101411564625853, 0.2233367346938784, 0.23718775510204132, 0.24692743764172487, 0.263]",7.2,25,-7.2,0.372,0.372
75,"[0.004, 0.004758401564218535, 0.005516803128437017, 0.006478741496598698, 0.007798044217687131, 0.008957725947521889, 0.01015027829313558, 0.012069264069264125, 0.01369387755102046, 0.015052446785165749, 0.01662146148782096, 0.018957759848125446, 0.020879964889181556, 0.022449795918367366, 0.024945054945055084, 0.027087816944959823, 0.029022291993720622, 0.03101777485187632, 0.03342945874001772, 0.03589449364651522, 0.03895678271308537, 0.042459627329192624, 0.044825703254275026, 0.04798676227247672, 0.05191346938775525, 0.05595918367346971, 0.059259591836734835, 0.06247855060391514, 0.06736571428571429, 0.07251415404871672, 0.07437767699672478, 0.08053418367346919, 0.08623555863023202, 0.09371706864564028, 0.09596903589021805, 0.10599539170506954, 0.1143804081632658, 0.12423129251700667, 0.13396518607443045, 0.14095863210148954, 0.15201530612244948, 0.16181551020408158, 0.17286857142857148, 0.18338058466629908, 0.1931927437641729, 0.2076156462585039, 0.2196734693877563, 0.23045292955892022, 0.24190524781341172, 0.259]",7.2,25,-7.2,0.369,0.367
76,"[0.004, 0.00510860058309036, 0.0062172011661807206, 0.007434402332361453, 0.008912536443148638, 0.01025608953258724, 0.012278595158993873, 0.01394083694083686, 0.015201105442176796, 0.016494472789115602, 0.019204506802721035, 0.02049787414965984, 0.02222514812376558, 0.024856645097063215, 0.02610229276895943, 0.027635172587553502, 0.030978316326530586, 0.032918367346938704, 0.03550827878321134, 0.03758574078982227, 0.04101291128696365, 0.0429350649350648, 0.04609641097818428, 0.05005622657226143, 0.05277087198515756, 0.05656163265306123, 0.05927127924340457, 0.06388141202426884, 0.06780612244897954, 0.07190938775510185, 0.07567492711370258, 0.08023987441130316, 0.0865066026410565, 0.09094799210006582, 0.09879392732702848, 0.10746616541353388, 0.11451265306122438, 0.12055782312925067, 0.1336501457725942, 0.13857596371882017, 0.14987755102040712, 0.16266836734693774, 0.16904312668463572, 0.18120918367346894, 0.19053996598639383, 0.20464983888292118, 0.2152295918367342, 0.22947278911564573, 0.2389941690962097, 0.257]",7.2,25,-7.2,0.37,0.366
77,"[0.004, 0.005172400388726933, 0.0066465014577259665, 0.008333141707387174, 0.009200057487783861, 0.010098043341047809, 0.01136713654533984, 0.012743545611015436, 0.014672011661807441, 0.01710151753008897, 0.018779711884753907, 0.020461177574478056, 0.0218761435608726, 0.02453981029031335, 0.02620890937019975, 0.027532587228439816, 0.029592653061224636, 0.032657011191573465, 0.03471137026239078, 0.038144173798551596, 0.04012969058591179, 0.044091575091575054, 0.04566980638409207, 0.048682486948267656, 0.05195438175270113, 0.05567102040816335, 0.059721088435373944, 0.062404561824730254, 0.0671583011583014, 0.07085630987088726, 0.07597238895558237, 0.080887755102041, 0.08758406219630757, 0.09464364207221455, 0.09857456828885508, 0.10665714285714371, 0.11420262390670595, 0.12238483965014578, 0.12994263651406512, 0.13706385780118482, 0.14714577259475228, 0.15736428571428593, 0.16275000000000026, 0.17830777716492013, 0.1925520945220199, 0.20079931972789114, 0.2076876301541026, 0.2264103114930188, 0.23877244897959207, 0.25]",7.2,25,-7.2,0.362,0.36
78,"[0.004, 0.004980236305048334, 0.005960472610096667, 0.006940708915145001, 0.008150427913100704, 0.009151744568795249, 0.010351473922902494, 0.012650793650793562, 0.014170068027210799, 0.015899443413729012, 0.01784843537414961, 0.01946661627614002, 0.020999496094734175, 0.02356474953617808, 0.025271428571428542, 0.027235045742434856, 0.0286622097114708, 0.03183493397358945, 0.033917117867555156, 0.037394071914479944, 0.03887220602526713, 0.04085714285714275, 0.044410311493018086, 0.04754246214614858, 0.05048647365923099, 0.05456163265306123, 0.058537125488493075, 0.06134448979591802, 0.06569142857142846, 0.06858742415885251, 0.07373864384463454, 0.07958216970998895, 0.08550660264105651, 0.09048326530612243, 0.09652444233507355, 0.10404395604395683, 0.10932312925170108, 0.11961086129366977, 0.1286456400742111, 0.13428019856591253, 0.14409037900874586, 0.15744557823129182, 0.16231632653061168, 0.17531304664723005, 0.18424734693877523, 0.19677319109461938, 0.20945918367346839, 0.22243970315398867, 0.23320845481049554, 0.247]",7.2,25,-7.2,0.358,0.354
79,"[0.004, 0.00505188516084399, 0.006123685837971531, 0.00737744794887649, 0.008650935374149632, 0.009943877551020486, 0.011006226219301337, 0.012082616179001786, 0.013578067371526946, 0.015092234296315989, 0.01670421415319374, 0.018634628044766326, 0.02134160125588688, 0.02362020062262194, 0.024987517337031875, 0.026268063982349727, 0.028128373930217304, 0.03021842250413685, 0.03468367346938807, 0.03724513253577296, 0.03844960753532185, 0.04042084942084944, 0.04323247559893522, 0.04652816326530612, 0.04929148181011519, 0.05332455562870347, 0.056799723279142275, 0.05878391356542632, 0.06454515599343198, 0.06597185080928933, 0.069930204081633, 0.07579489795918394, 0.08231836734693876, 0.08735926068540631, 0.09421428571428551, 0.10060294117647023, 0.1093815851922163, 0.1154387755102039, 0.12608591178406844, 0.13179591836734622, 0.14257357679914104, 0.15196501457726022, 0.15992857142857275, 0.1697306122448983, 0.18609620991253675, 0.19168877551020483, 0.2057946017116525, 0.218639455782314, 0.22540630797773667, 0.243]",7.2,25,-7.2,0.352,0.351
80,"[0.004, 0.004984858459512872, 0.005969716919025672, 0.006827743684886569, 0.007681746824603961, 0.010139164237123473, 0.011302235179786211, 0.012474341192787848, 0.013659996037249947, 0.015643434732383586, 0.017394925537782765, 0.019137454981992784, 0.021023699802501718, 0.02286749065823511, 0.024834285714285715, 0.02693877551020414, 0.030215848501562823, 0.031316050744622216, 0.03426239067055399, 0.03584839650145777, 0.03809671694764855, 0.04138285714285725, 0.044119533527696944, 0.04645449531163816, 0.0502415885273029, 0.05316451478550609, 0.05770805949498455, 0.0605581908439052, 0.06318681318681466, 0.06897278911564625, 0.07254631083202522, 0.07609977324263072, 0.08235992578849784, 0.08864975179260885, 0.09524765581908444, 0.10129831932773115, 0.10736800526662298, 0.11627712137486605, 0.12455819084390503, 0.1327157095396299, 0.141555822328932, 0.15406426400347398, 0.15724571428571424, 0.17079095421952564, 0.18291599430469874, 0.1915011337868491, 0.20131292517006902, 0.21708390022675714, 0.23206056616194895, 0.242]",7.2,25,-7.2,0.35,0.349
81,"[0.004, 0.005060869565217405, 0.0061555555555555894, 0.007511111111111159, 0.008678260869565241, 0.009739130434782606, 0.010958333333333337, 0.012647058823529457, 0.014697247706422029, 0.01581651376146791, 0.018064516129032246, 0.02002564102564097, 0.021589743589743613, 0.02321621621621625, 0.02514285714285712, 0.027321428571428545, 0.028976744186046514, 0.03060714285714284, 0.03341935483870958, 0.036687499999999984, 0.03795833333333334, 0.04129032258064512, 0.04443478260869564, 0.04677777777777753, 0.050520000000000224, 0.05281355932203404, 0.05664705882352946, 0.05985365853658568, 0.06354838709677466, 0.06781818181818226, 0.07258461538461539, 0.07711627906976756, 0.08342857142857288, 0.08890909090909113, 0.09440909090909114, 0.10057142857142966, 0.10940000000000107, 0.11415789473684221, 0.12327272727272742, 0.1314705882352943, 0.14048000000000024, 0.14986666666666698, 0.16254054054054068, 0.17090000000000022, 0.18283333333333382, 0.19023529411764703, 0.1994285714285718, 0.2144444444444451, 0.22344444444444483, 0.24]",7.2,25,-7.2,0.345,0.343
82,"[0.004, 0.004905162064825919, 0.0058677486742728414, 0.006837056082275408, 0.008066751700680268, 0.009567969560705674, 0.011390022675736989, 0.012633477633477578, 0.014033527696792952, 0.01549902818270162, 0.016964528668610288, 0.01902868174296745, 0.020692222835079967, 0.023003796867584265, 0.024435215946843898, 0.026146624803767747, 0.02809084924292305, 0.031076366030283176, 0.03305813234384668, 0.03492331478045765, 0.03764475959875478, 0.04016602316602315, 0.04358854509545761, 0.04641690962099127, 0.04961516034985421, 0.05307102040816348, 0.05621150278293158, 0.059581032412965126, 0.06287142857142873, 0.06635234093637475, 0.07053741496598645, 0.07720326530612277, 0.08195116618075815, 0.08724609843937607, 0.0921493877551022, 0.09921198156682046, 0.10543642072213595, 0.11479591836734622, 0.121606033717835, 0.130215664644236, 0.13834693877550966, 0.14938367346938772, 0.1530952380952412, 0.16762099125364452, 0.17593215664644252, 0.18635435992578853, 0.20055685131195378, 0.2113543599257889, 0.22030480579328515, 0.237]",7.2,25,-7.2,0.344,0.339
83,"[0.004, 0.00562272476558187, 0.006743252139565441, 0.00756932192231731, 0.008344042132982217, 0.009278911564625835, 0.011084283063874927, 0.012643784786641882, 0.013935889507318104, 0.015278013092029271, 0.017343051506316785, 0.018772594752186546, 0.02104805793285058, 0.022984858459512907, 0.02432380952380957, 0.02644449975111996, 0.0290947521865889, 0.031205965463108328, 0.033289115646259144, 0.0362290249433107, 0.03792955892034236, 0.040074285714285694, 0.043908763505402265, 0.046638483965014646, 0.04996708360763665, 0.053000832986256116, 0.055553061224489886, 0.05877725947521886, 0.06357653061224498, 0.06593877551020431, 0.07262993197278987, 0.07660544217687093, 0.08024429771908781, 0.08487660180351214, 0.09308953258722855, 0.09890476190476317, 0.103901846452867, 0.11064081632653082, 0.11791476590636259, 0.12909863945578265, 0.13477210884353855, 0.1441715388858245, 0.1542718894009221, 0.1632204081632655, 0.17522740524781358, 0.18411616954474272, 0.19497278911564733, 0.20755346938775562, 0.21915673469387775, 0.231]",7.2,25,-7.2,0.339,0.337
84,"[0.004, 0.00494938132733408, 0.00589876265466823, 0.006912832929782124, 0.007934624697336575, 0.009465677179962939, 0.010912972085385896, 0.012298850574712758, 0.013684729064039464, 0.01668681318681329, 0.017548571428571462, 0.01863983903420528, 0.02112474849094569, 0.02282293762575465, 0.02437499999999996, 0.02663571428571435, 0.02837912087912092, 0.03145714285714287, 0.03338274932614568, 0.0362448979591837, 0.03868523002421314, 0.04082142857142868, 0.04281932773109259, 0.045808441558441555, 0.048778061224490035, 0.051394673123486806, 0.055833819241982614, 0.05941013824884809, 0.06264000000000014, 0.06737900874635558, 0.07046938775510213, 0.07577142857143046, 0.08014795918367346, 0.08565306122449008, 0.08997959183673496, 0.09667567567567574, 0.10467346938775543, 0.11016571428571485, 0.11748809523809521, 0.12738095238095296, 0.13198319327731114, 0.1430656370656373, 0.1525, 0.16304147465437813, 0.17592857142857204, 0.1837050691244239, 0.19350357142857155, 0.20630357142857264, 0.21345714285714287, 0.229]",7.2,25,-7.2,0.334,0.331
85,"[0.0, 0.0051194984017703515, 0.005841406442094893, 0.00707482993197272, 0.008423085363177455, 0.009711652402896705, 0.010968962585034048, 0.012289682539682531, 0.013954081632653019, 0.015456632653061173, 0.01684852607709746, 0.018476590636254377, 0.020810009718172914, 0.022336907644413588, 0.025809523809523387, 0.026822035107749418, 0.027660054231482822, 0.029656383483625978, 0.03306122448979589, 0.03465604778496758, 0.03704410796576691, 0.04053781512605037, 0.0425370569280342, 0.045494067394399526, 0.049852433281004555, 0.05190190915075725, 0.05506705539358602, 0.057351836734694024, 0.06108355795148257, 0.06423163265306134, 0.0698135686707116, 0.07483618312189726, 0.07970243581303474, 0.08428681742967448, 0.08920132377275229, 0.09412698412698345, 0.10225306122448972, 0.10999686028257447, 0.11677620200622603, 0.12566530612244858, 0.13111762523191114, 0.14271585557299915, 0.15051428571428663, 0.16003918367346928, 0.1704779460171168, 0.1804261224489796, 0.18834156820623, 0.1988492429229758, 0.2094873222016079, 0.224]",7.2,25,-7.2,0.332,0.329
86,"[0.004, 0.006210980166714575, 0.007037458021183164, 0.007784035133040556, 0.008530612244897949, 0.009706385780118574, 0.012020408163265384, 0.013658986175115238, 0.014610269914417405, 0.015773696145124715, 0.017223289315726125, 0.0196188281764318, 0.020887206495501402, 0.022919096209912393, 0.024922518159806135, 0.027016520894071933, 0.02842079689018466, 0.03108117913832202, 0.03239183673469385, 0.035187956664147126, 0.03664424288233805, 0.039875576036866235, 0.042932605600379516, 0.04625510204081594, 0.048514172335600826, 0.050693461057892526, 0.05550541698160737, 0.056961703199798486, 0.06031168831168785, 0.06472886297376083, 0.06794826767916483, 0.07510760667903518, 0.07823906705539362, 0.083313325330132, 0.08828962223187141, 0.0959216589861748, 0.10190490664350833, 0.10830320699708418, 0.11457497781721364, 0.12181390522310571, 0.12889795918367342, 0.13615807679003805, 0.14914285714285702, 0.15796025778732553, 0.160785528756957, 0.17612326530612243, 0.18461685319288948, 0.1978610301263359, 0.20649221722587313, 0.221]",7.2,25,-7.2,0.331,0.328
87,"[0.004, 0.005799058084772394, 0.006541028911564622, 0.007369440083725763, 0.008868655154369406, 0.010226366408632436, 0.011709037900874577, 0.01337959183673465, 0.014742527313955861, 0.01592372706658419, 0.016927014873746097, 0.01883604289173294, 0.021266168439206548, 0.022441957428132524, 0.024010989010989033, 0.026301020408163265, 0.028968400263331237, 0.031147392290249442, 0.032908948194662474, 0.034430226144511765, 0.037408163265305966, 0.03958285714285705, 0.043663265306120115, 0.04618714719930521, 0.04896115865701019, 0.05097417742607233, 0.05407060121345782, 0.056976717447542374, 0.06230357142857129, 0.06376530612244896, 0.06801789638932487, 0.07288408163265278, 0.077422126745435, 0.08241959183673471, 0.08728675198893102, 0.09617142857142857, 0.09773061224489779, 0.10694938775510177, 0.11443537414965968, 0.12094776893808347, 0.1301020408163264, 0.13353097667638453, 0.14728571428571427, 0.15619651086240943, 0.1654554242749733, 0.17285834333733469, 0.1831560948703807, 0.19667687074829893, 0.20819207683073238, 0.217]",7.2,25,-7.2,0.318,0.317
88,"[0.004, 0.004472762333279756, 0.004945524666559513, 0.006028176431863087, 0.00719025674786045, 0.008587228439762994, 0.01038678328474241, 0.011816326530612174, 0.013125301733596668, 0.014312376563528633, 0.015590107229332429, 0.017691836734693864, 0.019943367346938728, 0.021258722843976337, 0.02263139329806, 0.024368979591836912, 0.027071704357418683, 0.028755702280912357, 0.032105215419501176, 0.033439455782312964, 0.03505830903790091, 0.03788803088803089, 0.04082883475971069, 0.04362504323763408, 0.04750866384289577, 0.049516787360105605, 0.05295829636202297, 0.055205102040816495, 0.05831868131868106, 0.06265970574276226, 0.06695186753946886, 0.07223436471362743, 0.07716196265740348, 0.08021593153390362, 0.08548752834467177, 0.0918095238095263, 0.09677097505668955, 0.10456484529295604, 0.11232653061224476, 0.12004734693877567, 0.12621768707483122, 0.13186693877551042, 0.14554285714285808, 0.15456484529295575, 0.16301207830070827, 0.17073666886109296, 0.17912851627137336, 0.1931530612244912, 0.20121137026239067, 0.218]",7.2,25,-7.2,0.325,0.322
89,"[0.004, 0.005057915057915061, 0.00614778325123153, 0.007497536945812778, 0.00837229437229435, 0.008965367965367937, 0.01072767857142864, 0.012444444444444494, 0.013894179894179893, 0.015295918367346931, 0.016633540372670803, 0.01835023041474658, 0.020205357142857153, 0.02205471124620053, 0.024270833333333262, 0.02549404761904756, 0.028331797235022976, 0.02959447004608286, 0.03140879120879105, 0.03409183673469392, 0.036440476190476266, 0.03828395061728396, 0.04074789915966386, 0.04438996138996135, 0.047183673469387816, 0.04958928571428536, 0.05306285714285727, 0.05564119601328908, 0.060254545454545526, 0.06266964285714259, 0.06659806295399524, 0.07224738675958184, 0.07690285714285713, 0.07969172932330786, 0.08564784053156133, 0.09210204081632611, 0.09846973365617431, 0.10454377880184362, 0.10897235023041468, 0.1191797235023041, 0.12621804511278126, 0.13048739495798317, 0.13788679245282998, 0.1521598062953994, 0.16178195488721783, 0.1686050420168067, 0.17711688311688215, 0.1920408163265307, 0.20431428571428545, 0.211]",7.2,25,-7.2,0.311,0.309
90,"[0.005, 0.005836587872559071, 0.006673175745118205, 0.007687933425797491, 0.00881692094313458, 0.010873626373626285, 0.012035040431266795, 0.013150537634408632, 0.014400921658986158, 0.017038740920096784, 0.018024213075060507, 0.019014842300556504, 0.020525046382189265, 0.0225040431266846, 0.02421621621621613, 0.026324675324675306, 0.028766763848396378, 0.031691729323308326, 0.032711779448621574, 0.0343456221198156, 0.0369924812030075, 0.039508474576271206, 0.04183193277310941, 0.04530252100840336, 0.0470138248847928, 0.04888940092165876, 0.0527102615694164, 0.05570918367346942, 0.058571428571428254, 0.06410389610389632, 0.06663680387409203, 0.07304842615012117, 0.07507142857142873, 0.07885714285714278, 0.08614285714285735, 0.09128571428571429, 0.09635403726708092, 0.10260504201680709, 0.10991428571428537, 0.11907665505226474, 0.12507518796992545, 0.12842346938775503, 0.1411600000000003, 0.14915238095238126, 0.15806053268765152, 0.16752747252747244, 0.17409634551495026, 0.18397959183673496, 0.20104633204633215, 0.209]",7.2,25,-7.2,0.317,0.313
91,"[0.004, 0.005344123856439112, 0.0064828834759710205, 0.0074259381171823515, 0.008476615646258514, 0.0096947278911565, 0.010782434402332317, 0.01182653061224485, 0.013572745227122977, 0.01494217687074823, 0.016236734693877486, 0.01803579277864988, 0.019834850863422276, 0.022311953352769674, 0.02370408163265307, 0.02513681027966741, 0.027396903589021814, 0.02941308937368048, 0.030921088435374146, 0.03365306122448934, 0.035911449325492825, 0.037153061224489636, 0.04021740941274449, 0.04305685131195318, 0.045708124759337394, 0.04899319727891157, 0.05123897300855783, 0.05337274909963986, 0.0584956268221572, 0.06196474953617775, 0.06530789707187203, 0.06992167677881944, 0.07447178871548617, 0.07743449637919667, 0.08460275272899838, 0.08889285714285727, 0.09434234693877529, 0.09898290126861548, 0.10730612244897868, 0.1133444897959178, 0.11925850340136034, 0.12566146458583408, 0.13661038961038965, 0.14611370262390636, 0.15716326530612185, 0.16246567717996235, 0.17046398559423767, 0.18483843537414946, 0.19571479591836718, 0.205]",7.2,25,-7.2,0.311,0.309
92,"[0.004, 0.004895447409733137, 0.005790894819466274, 0.006512784424114489, 0.007423651603498566, 0.008982689504373198, 0.010546607832322015, 0.012052721088435327, 0.012745626822157394, 0.014188281764318527, 0.016050390526580922, 0.01748752834467117, 0.018972700768619094, 0.020252068394925517, 0.021129870129870203, 0.023501800720288176, 0.025427370948379425, 0.02832969244035649, 0.03063299896229687, 0.03247673469387749, 0.03408653061224458, 0.036857142857142776, 0.038478585800517336, 0.04170640074211497, 0.044635286372613096, 0.047774407060121434, 0.05008265306122436, 0.05341178406846603, 0.05619642857142845, 0.05965352504638222, 0.0644174046977281, 0.06851954341058462, 0.07258216970998894, 0.07672481895984203, 0.0813151020408162, 0.08472757475083066, 0.09088215931533913, 0.098309596178897, 0.10476369495166452, 0.11255673469387747, 0.11737959183673459, 0.12479484425349013, 0.13268831168831188, 0.14205539358600577, 0.15139615846338556, 0.15396398559423768, 0.16642636514065107, 0.17787325456498387, 0.18935918367346966, 0.201]",7.2,25,-7.2,0.307,0.307
93,"[0.004, 0.004899529042386197, 0.005711490075482255, 0.006512440592675428, 0.007457551020408174, 0.00892196878751503, 0.010641656662664933, 0.011392251815980591, 0.011887755102040778, 0.013458854509545676, 0.015344963791968308, 0.01712244897959179, 0.01856142456982792, 0.019707883153261278, 0.022190476190476194, 0.023885241052942846, 0.025473248758963056, 0.028758151536476637, 0.030222448979591893, 0.032664300502809746, 0.03467569573283849, 0.0375115207373271, 0.03936254501800708, 0.04138852522140914, 0.04484489795918317, 0.048058803182289715, 0.05004816326530595, 0.05262409479921012, 0.056495626822157204, 0.059964749536177746, 0.06322310619162906, 0.06729276437847873, 0.07337755102040741, 0.0764081632653059, 0.08134914506343066, 0.08594805194805216, 0.0899959183673468, 0.09890938775510154, 0.10544489795918302, 0.11227781435154656, 0.11817233560090688, 0.12577959183673443, 0.13470676691729333, 0.14265857694429096, 0.1514421768707479, 0.15877814351547048, 0.16743739658025383, 0.17581363111282233, 0.19072562358276673, 0.2]",7.2,25,-7.2,0.306,0.304
94,"[0.004, 0.005320666197513511, 0.006348724489795893, 0.007111394557823124, 0.008308248299319636, 0.009521395655036154, 0.010756857581742316, 0.011992319508448524, 0.013307009760425807, 0.014972197574682024, 0.016526751241036853, 0.018125035929864867, 0.020164165666266533, 0.02226841923209957, 0.02330721966205835, 0.02454268158876445, 0.02765469387755074, 0.029745553267178336, 0.030799662984459786, 0.03325758411472688, 0.03481025923883062, 0.03743317972350223, 0.0399344790547795, 0.04269023323615162, 0.0452462406015036, 0.047891917293232715, 0.050972789115646094, 0.05412841740469755, 0.056838274932614216, 0.06050051020408165, 0.06471755102040808, 0.06942801985659107, 0.07402825745682846, 0.07682923781757614, 0.08126122448979603, 0.08666112956810619, 0.09242617046818678, 0.09888897959183662, 0.10608634222919884, 0.11032323897300841, 0.11804359925788502, 0.1249461966604822, 0.13352291105121286, 0.14128664192949886, 0.15114040816326502, 0.15702551020408137, 0.1643478664192948, 0.17478935860058276, 0.19081887755101992, 0.199]",7.2,25,-7.2,0.304,0.302
95,"[0.004, 0.005153988868274581, 0.006224189675870356, 0.007128451380552302, 0.008808523409363793, 0.009954948016942638, 0.011041799852471106, 0.012418244406196252, 0.013732879818594165, 0.015005775895263957, 0.01804693877551023, 0.01868163265306126, 0.019918367346938862, 0.02176102699144182, 0.023389880952381023, 0.024579931972789154, 0.026252853683846458, 0.029402511773940456, 0.031176409546869732, 0.03321461487820958, 0.036027289985761775, 0.03801298701298704, 0.040521541950113725, 0.04299306892568358, 0.045613500784929505, 0.048096474953617775, 0.05154038516815167, 0.053241187384044486, 0.056783410138249675, 0.061255966793497145, 0.06489115646258445, 0.0681326530612252, 0.07234957208689961, 0.07720816326530604, 0.08141306122448938, 0.08790000000000014, 0.09223200859291107, 0.09974391046741286, 0.10542922975641864, 0.10877164920022074, 0.11744990723562189, 0.12296001665972524, 0.13279591836734655, 0.13944631765749793, 0.14886394557823265, 0.1563789299503586, 0.1694050235478803, 0.17762936142198843, 0.18913411078717263, 0.197]",7.2,25,-7.2,0.302,0.299
