Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity,Start_Voltage,End_Voltage
1,1.2,0.5,25,"[0.0, 0.006729873031217637, 0.016841953996243053, 0.027788324431486544, 0.03961120743636451, 0.05220996901181543, 0.06644408774307908, 0.08222135599005351, 0.10023828609477647, 0.12172103271722112, 0.14674478616293607, 0.17515173578516552, 0.20500120236734581, 0.23544254831403177, 0.26521463304516935, 0.29484291375332666, 0.3238987028500533, 0.35313399616657426, 0.3825303488890147, 0.41180887226142726, 0.44119767376755015, 0.46991704466472306, 0.49770710462464796, 0.5248722416578997, 0.5509816567254163, 0.5762890149389773, 0.6006797777746041, 0.6243063359395403, 0.6474202461844053, 0.6698308423726467, 0.6916090677160885, 0.7129440273996572, 0.7338409370861315, 0.7540183725374517, 0.7739154074594636, 0.7933940903612785, 0.8125245246045096, 0.8313540637636012, 0.8497773425865861, 0.8678645601540772, 0.8856035014754197, 0.9031816502204076, 0.9202114731864529, 0.9371780084671449, 0.9536460571763111, 0.9700381555442702, 0.9861411710254072, 1.0019390145848406, 1.0174561826530613, 1.0298139000000002]","[4.196962, 4.196584, 4.196231, 4.195955, 4.19574, 4.195547, 4.195338, 4.19517, 4.195025, 4.194857, 4.194729, 4.194607, 4.194438, 4.19438, 4.19422, 4.194088, 4.193988, 4.193865, 4.193735, 4.193621, 4.193584, 4.193458, 4.193349, 4.193216, 4.193103, 4.193038, 4.192916, 4.192828, 4.192731, 4.192659, 4.192571, 4.192482, 4.19241, 4.192331, 4.19223, 4.192148, 4.192029, 4.192022, 4.191878, 4.191817, 4.19171, 4.191679, 4.191599, 4.19147, 4.191417, 4.191352, 4.19132, 4.19119, 4.191096, 4.191087, 4.190933, 4.190945, 4.190801, 4.190723, 4.190641, 4.190623, 4.190532, 4.190473, 4.190361, 4.190315, 4.190256, 4.1902, 4.190158, 4.190064, 4.189971, 4.18994, 4.189838, 4.189749, 4.189753, 4.189655, 4.189592, 4.189481, 4.189428, 4.1894, 4.189371, 4.189311, 4.189187, 4.189142, 4.189072, 4.189053, 4.188993, 4.18892, 4.18887, 4.188794, 4.188737, 4.188668, 4.188623, 4.188549, 4.188508, 4.188459, 4.188446]",1.929219,3.8,4.1
2,1.2,2.4,25,"[0.0, 0.009248246943782984, 0.022292818336030057, 0.03582191682450095, 0.04984436979447529, 0.06469079962758859, 0.08052549621477964, 0.09841430666842235, 0.11855537536827152, 0.14218600383398214, 0.16989490403006738, 0.2011068915127954, 0.2329977463142278, 0.26505350744941025, 0.2959849745925225, 0.3262023829790831, 0.3561314474133823, 0.3857924120405156, 0.41533996473844015, 0.4450342420827239, 0.47416908756047405, 0.5031766462603332, 0.5313112636942304, 0.5589149873936179, 0.5853513037034114, 0.6109432059050681, 0.6359359896026753, 0.6602932569519034, 0.6838739514285702, 0.7068577160182201, 0.7293279653360993, 0.751226717374047, 0.772738970359254, 0.793702142777108, 0.81416770694746, 0.8342959534492123, 0.8539981331760453, 0.8733940438496586, 0.8922986916986189, 0.91089361906876, 0.9291645903591543, 0.9472955900296685, 0.9650794361588106, 0.9825716582089545, 0.9997832993496092, 1.0168840765572005, 1.0334197351432612, 1.0500415254490119, 1.0663911964667208, 1.0798103000000001]","[4.196934, 4.196585, 4.19626, 4.19594, 4.195771, 4.195536, 4.195381, 4.195158, 4.195014, 4.194867, 4.194718, 4.194579, 4.194437, 4.194367, 4.194184, 4.194112, 4.19396, 4.193861, 4.193752, 4.193609, 4.193511, 4.193367, 4.193324, 4.19323, 4.193109, 4.193011, 4.192938, 4.192828, 4.192777, 4.192685, 4.192566, 4.192471, 4.192337, 4.192316, 4.192168, 4.1921, 4.192057, 4.191923, 4.191841, 4.191818, 4.19163, 4.19161, 4.191519, 4.19143, 4.191398, 4.191268, 4.191206, 4.191174, 4.191122, 4.19097, 4.190922, 4.190864, 4.190781, 4.190634, 4.190628, 4.190535, 4.190421, 4.190382, 4.19032, 4.190289, 4.190177, 4.190119, 4.190091, 4.189969, 4.18987, 4.189845, 4.189774, 4.189682, 4.189639, 4.18955, 4.189518, 4.189472, 4.189381, 4.18932, 4.189266, 4.189208, 4.189147, 4.189076, 4.189005, 4.188964, 4.188859, 4.188811, 4.188759, 4.188678, 4.188645, 4.188612, 4.188512, 4.188434, 4.188435, 4.18832, 4.188323]",1.9234018,3.8,4.1
3,1.2,2.4,25,"[0.0, 0.007445748741955666, 0.017098983144670954, 0.027510831700973487, 0.038730481110583054, 0.05099279283788999, 0.06453827770608883, 0.07972722359324175, 0.09700130070815699, 0.11744522163723842, 0.1416741112326514, 0.16921977687822343, 0.19884433037800342, 0.2288360625971802, 0.2586493721740874, 0.288158325435539, 0.31710641177222837, 0.3460601253987798, 0.37498952526176815, 0.4045411121075057, 0.43348935821652906, 0.46193860942562565, 0.489784277438759, 0.5165081355768419, 0.542645444028965, 0.5675761349794508, 0.5917353240703187, 0.6152771212715846, 0.637793765093442, 0.6598314676961674, 0.6815085673601473, 0.7024539560799301, 0.7229745481876313, 0.743019389169469, 0.7627512093021478, 0.7819807392956071, 0.800999332348042, 0.819439101513294, 0.8376560049652446, 0.8554230922178183, 0.8729074735973594, 0.8901226423187569, 0.906958684091741, 0.9235616061946885, 0.9398794818107932, 0.9558778410294986, 0.9717035575768751, 0.9872261410248311, 1.0025662436857445, 1.0165015]","[4.196958, 4.196543, 4.196211, 4.195958, 4.195726, 4.195509, 4.195294, 4.195174, 4.194948, 4.194826, 4.194699, 4.194487, 4.194393, 4.194287, 4.194175, 4.194036, 4.193913, 4.193828, 4.193666, 4.193612, 4.193497, 4.193348, 4.193283, 4.193197, 4.193079, 4.193002, 4.192903, 4.192791, 4.192683, 4.192619, 4.1925, 4.192413, 4.192311, 4.192294, 4.192173, 4.192072, 4.191961, 4.191899, 4.191808, 4.191752, 4.191617, 4.191574, 4.191502, 4.191389, 4.191334, 4.191229, 4.191234, 4.191112, 4.191049, 4.190965, 4.190918, 4.19083, 4.190704, 4.190639, 4.190565, 4.190485, 4.190451, 4.190354, 4.190331, 4.190266, 4.190167, 4.1901, 4.189981, 4.189967, 4.189866, 4.189845, 4.189783, 4.189722, 4.18964, 4.189582, 4.189468, 4.189429, 4.189376, 4.189263, 4.18924, 4.189176, 4.189071, 4.189049, 4.188997, 4.188912, 4.188879, 4.188772, 4.188788, 4.18869, 4.18864, 4.188581, 4.188509, 4.188499, 4.188404, 4.188325, 4.188327]",1.9175846,3.8,4.1
4,1.2,2.4,25,"[0.0, 0.007380511211201757, 0.016798529281746494, 0.026913635862417268, 0.03779317916482705, 0.04970885029301256, 0.06289909040228578, 0.07764726650615217, 0.09450722913308551, 0.11407090759938629, 0.13757185507472977, 0.16457131326530608, 0.1932819830237276, 0.2230295244897952, 0.25243525248314, 0.2813121656302513, 0.3098889354245379, 0.33865370612244916, 0.3673443594939012, 0.39635829258941835, 0.42535053933673506, 0.4535159928571416, 0.48105559104249795, 0.5075695294472791, 0.5333442838081925, 0.5581951710064971, 0.5821927716343872, 0.6053861302842978, 0.6279059017335459, 0.6499963401076787, 0.6713085891328209, 0.6922287951634833, 0.7126253458011278, 0.7324860031706583, 0.7520289649595695, 0.7711336331878966, 0.7896491428310887, 0.8081896612903218, 0.8263040452608081, 0.8440477191295768, 0.8612388306612374, 0.8783184186074421, 0.8950289057186679, 0.9115191072017262, 0.9277538354324258, 0.943657009342615, 0.9593136158466132, 0.9747886111931882, 0.990024551910455, 1.0031862999999999]","[4.196955, 4.196483, 4.196237, 4.195936, 4.195741, 4.195492, 4.195296, 4.195129, 4.194968, 4.194808, 4.194651, 4.194494, 4.194365, 4.194293, 4.194133, 4.19398, 4.193902, 4.19377, 4.193676, 4.193561, 4.193481, 4.193363, 4.193178, 4.19316, 4.193064, 4.192974, 4.192836, 4.192773, 4.192633, 4.19256, 4.192485, 4.192368, 4.19232, 4.192222, 4.192151, 4.192011, 4.191992, 4.19189, 4.191765, 4.191687, 4.191657, 4.19158, 4.191448, 4.191378, 4.191329, 4.191234, 4.191178, 4.191071, 4.190978, 4.190931, 4.190875, 4.190807, 4.190711, 4.190633, 4.190575, 4.190531, 4.190413, 4.190374, 4.190281, 4.190249, 4.190144, 4.190122, 4.189983, 4.189949, 4.189897, 4.189764, 4.189701, 4.189641, 4.189605, 4.189537, 4.189447, 4.189358, 4.189371, 4.189316, 4.18918, 4.189147, 4.189064, 4.189029, 4.188992, 4.188911, 4.188865, 4.188841, 4.18872, 4.188741, 4.18857, 4.188562, 4.188529, 4.188434, 4.18838, 4.188323, 4.188335]",1.9117674,3.8,4.1
5,1.2,2.4,25,"[0.0, 0.005531695106626461, 0.014834999485435402, 0.024886201804755315, 0.03577677334326901, 0.04757278300106879, 0.060638778766939544, 0.07520238196864035, 0.09179435869118452, 0.1112856667284475, 0.13420686243855096, 0.16072350847703104, 0.1894547075840725, 0.218718411907186, 0.24805693432624154, 0.27678432447799767, 0.30535638481439614, 0.33362810668859344, 0.36228046850393536, 0.3910020443782101, 0.41956441771206426, 0.4478406303265296, 0.4753869242526873, 0.5018435389258862, 0.527322870037594, 0.552303687831823, 0.5760712911944685, 0.5992167763920078, 0.6217635304113671, 0.6435361539314184, 0.6647604502767555, 0.6853756234444983, 0.7056913808477221, 0.725452842566666, 0.7448711224489808, 0.76393900548052, 0.7825493949015891, 0.8009245896406576, 0.8189173403300649, 0.8364265365205208, 0.8538060114202413, 0.8707272495227114, 0.8874302458457863, 0.9038122884522848, 0.9199984075985086, 0.9359442461772043, 0.9516539218997133, 0.9671069616595416, 0.9822648560830598, 0.9966260999999998]","[4.196945, 4.196513, 4.196208, 4.195902, 4.19575, 4.195526, 4.195251, 4.195084, 4.194949, 4.194834, 4.194656, 4.19451, 4.194405, 4.194299, 4.194129, 4.194022, 4.193896, 4.193735, 4.193669, 4.193574, 4.193458, 4.193319, 4.193211, 4.193132, 4.193101, 4.192934, 4.192882, 4.192761, 4.192683, 4.192573, 4.192463, 4.192424, 4.192299, 4.192214, 4.192118, 4.192045, 4.191967, 4.191879, 4.191762, 4.191722, 4.191619, 4.191494, 4.191424, 4.191411, 4.191291, 4.19123, 4.19114, 4.191114, 4.191035, 4.190918, 4.190856, 4.190767, 4.190689, 4.190632, 4.190584, 4.190485, 4.190411, 4.190361, 4.190289, 4.1902, 4.190129, 4.190094, 4.190026, 4.189954, 4.189867, 4.189817, 4.189733, 4.189688, 4.189599, 4.189539, 4.189463, 4.189476, 4.189323, 4.189314, 4.189273, 4.189133, 4.189114, 4.189054, 4.188962, 4.1889, 4.188889, 4.188788, 4.188747, 4.188724, 4.188653, 4.188602, 4.188497, 4.188476, 4.188409, 4.188343, 4.18835]",1.9059502000000001,3.8,4.1
6,1.2,0.5,25,"[0.0, 0.008390358382053265, 0.01770981009767908, 0.02771551158442262, 0.038477451041161626, 0.050230305631795646, 0.06316586895469345, 0.07757900476190363, 0.0940883507106412, 0.11328744158945384, 0.1363421906835591, 0.16256887577274923, 0.19093779411922526, 0.22029685780196442, 0.24932710046647236, 0.2779512380219775, 0.305984174285713, 0.3343828041747944, 0.36269413832325004, 0.391304462304256, 0.41971674583759666, 0.4478246434165817, 0.47518397709631544, 0.5015745899098998, 0.5268606332753253, 0.5515113436705279, 0.5754417056620933, 0.5983346642351985, 0.6208493332096465, 0.6423535568627028, 0.663743537373737, 0.6843801025032661, 0.7046437549353586, 0.724379748979589, 0.7436236797703104, 0.7626409006055592, 0.7812764490053248, 0.7995552632986396, 0.8173304621809607, 0.8348996067757111, 0.8521613813061227, 0.8690070383272768, 0.8855882511028981, 0.9020458208400357, 0.9182008460655569, 0.9339288617015824, 0.9495312644573914, 0.9649650206471778, 0.980082983080973, 0.9932216999999999]","[4.196973, 4.196537, 4.19618, 4.195919, 4.195682, 4.195494, 4.195338, 4.19514, 4.19495, 4.194793, 4.194648, 4.19451, 4.194352, 4.194246, 4.194101, 4.194018, 4.193853, 4.193819, 4.193655, 4.193559, 4.193404, 4.19337, 4.193213, 4.193125, 4.193029, 4.192933, 4.192832, 4.192686, 4.192624, 4.192536, 4.192441, 4.192345, 4.192279, 4.192172, 4.192068, 4.192003, 4.191905, 4.191841, 4.191741, 4.191669, 4.191622, 4.191507, 4.191428, 4.191365, 4.191292, 4.191156, 4.191121, 4.191046, 4.190942, 4.190908, 4.190771, 4.190763, 4.190698, 4.190624, 4.190565, 4.19045, 4.190407, 4.190278, 4.190205, 4.190155, 4.19012, 4.190069, 4.189983, 4.189887, 4.189885, 4.189798, 4.189716, 4.189665, 4.189569, 4.189508, 4.189427, 4.18939, 4.189318, 4.189258, 4.189205, 4.189097, 4.189061, 4.18903, 4.188948, 4.188877, 4.18886, 4.188787, 4.18871, 4.188641, 4.188554, 4.188508, 4.188488, 4.188365, 4.188352, 4.188297, 4.188291]",1.900133,3.8,4.1
7,1.2,2.4,25,"[0.0, 0.008872954787870035, 0.021424467288210458, 0.034642255294939306, 0.04836596150446182, 0.06304218959901076, 0.07866864403215829, 0.09591195840150973, 0.1155464207941484, 0.1385089720911043, 0.16577213401360402, 0.19638834229351754, 0.22787046951154627, 0.259570754473608, 0.2901321918240385, 0.3200007420553933, 0.34935449602852275, 0.3784535161186108, 0.4077420108104952, 0.4366719806703393, 0.46571518317597016, 0.4942120750362837, 0.5221116841425067, 0.5491405959286737, 0.5754740476977119, 0.6008507141486433, 0.6257401130282401, 0.6495529191676208, 0.6730263950143798, 0.6957019171174329, 0.7178882574207552, 0.7394418702575404, 0.7604999690655194, 0.7814004477276774, 0.8016519354838721, 0.8214830390624998, 0.8410612417434454, 0.8600723143930272, 0.8788271421123183, 0.8971955924198239, 0.9153621478922279, 0.9331959191836731, 0.9506327593847753, 0.9679256343409536, 0.9849159369369348, 1.0017089266544992, 1.0181460879840065, 1.034503247712879, 1.050664698712322, 1.063142]","[4.196955, 4.196494, 4.196183, 4.195906, 4.195732, 4.195479, 4.195342, 4.19512, 4.194967, 4.19487, 4.194691, 4.194539, 4.194386, 4.194252, 4.194177, 4.194037, 4.193984, 4.193807, 4.193697, 4.19358, 4.19345, 4.193335, 4.193244, 4.193127, 4.19303, 4.192977, 4.192878, 4.192741, 4.192604, 4.192581, 4.192458, 4.192383, 4.192272, 4.19219, 4.192167, 4.192022, 4.19194, 4.191896, 4.191761, 4.191679, 4.191555, 4.191556, 4.191414, 4.191314, 4.191264, 4.191175, 4.191094, 4.191035, 4.19094, 4.190824, 4.190786, 4.190735, 4.190643, 4.190557, 4.190516, 4.190453, 4.190338, 4.190268, 4.190221, 4.190096, 4.190076, 4.19003, 4.189916, 4.189871, 4.189754, 4.189723, 4.189693, 4.189599, 4.189514, 4.189451, 4.189386, 4.189335, 4.189245, 4.189222, 4.18915, 4.189059, 4.189003, 4.18894, 4.188808, 4.188743, 4.188704, 4.188659, 4.188593, 4.18857, 4.188455, 4.188408, 4.188365, 4.18836, 4.188234, 4.188172, 4.188183]",1.8968492000000001,3.8,4.1
8,1.2,2.4,25,"[0.0, 0.0064320129744645516, 0.015871613321541245, 0.026071381584062192, 0.037047087993328925, 0.048982657738043694, 0.06219125865809666, 0.07677814481313208, 0.09360184434766805, 0.11313696031791087, 0.1366936013346678, 0.16339626280007385, 0.19264763399913004, 0.22222165021541773, 0.25156556443891254, 0.28029829814847634, 0.3088959491036338, 0.3374082744283614, 0.3662578875786963, 0.3947945214973612, 0.42345172904386547, 0.45179416124859234, 0.4790217967032953, 0.5055623253668184, 0.5310458484637524, 0.5557830995502382, 0.5796170423931037, 0.6027392829582727, 0.6252001470928403, 0.6470219649773574, 0.6683161257929933, 0.6891600798809516, 0.7092246419786323, 0.7292841245729309, 0.7485667632615334, 0.767560003703704, 0.7862339758324368, 0.8046513774597788, 0.8225504398135901, 0.8401814471598461, 0.8575437218264712, 0.8745068021775546, 0.8911288844426617, 0.9075521255319139, 0.9237040230548461, 0.9396462662644978, 0.9552952670000909, 0.9706242534459057, 0.9858593382978726, 0.9998197]","[4.196924, 4.196503, 4.196207, 4.195913, 4.195689, 4.1955, 4.195309, 4.195147, 4.194937, 4.194801, 4.194641, 4.194517, 4.194368, 4.194241, 4.194147, 4.194032, 4.193885, 4.193736, 4.193647, 4.193554, 4.193443, 4.19332, 4.19327, 4.193112, 4.193006, 4.192895, 4.19285, 4.19275, 4.192638, 4.192558, 4.192437, 4.19238, 4.192261, 4.192202, 4.192128, 4.192007, 4.191946, 4.191832, 4.191748, 4.191651, 4.191607, 4.191548, 4.191447, 4.1914, 4.191255, 4.19118, 4.191126, 4.191053, 4.190994, 4.190885, 4.190809, 4.190758, 4.190672, 4.190569, 4.190458, 4.190465, 4.190386, 4.190277, 4.190263, 4.190169, 4.190113, 4.190038, 4.189918, 4.189879, 4.189827, 4.189764, 4.189698, 4.1896, 4.189559, 4.18952, 4.189448, 4.189314, 4.189306, 4.189236, 4.189179, 4.189127, 4.18904, 4.188963, 4.188957, 4.188814, 4.18879, 4.188773, 4.188669, 4.188615, 4.188556, 4.188483, 4.188438, 4.188409, 4.188345, 4.188241]",1.8935654000000002,3.8,4.1
9,1.2,2.4,25,"[0.0, 0.0071222797579703345, 0.016454498499165915, 0.026335316897673156, 0.037202210597265695, 0.04893499695688905, 0.06186270688264922, 0.0762598150996549, 0.09260310003255673, 0.11175182482186785, 0.13470669427377785, 0.1609829892345559, 0.1894897170593321, 0.21861169304610673, 0.24762644405992723, 0.2763453672541732, 0.3044435764722226, 0.3327105901215183, 0.3611730152345908, 0.3899675539918348, 0.4182166072393647, 0.44630254937083624, 0.47362979145303674, 0.49992698893498977, 0.5253345258198794, 0.5498598769682748, 0.5736803560494027, 0.5966112575705015, 0.6188633549192798, 0.6405205538583825, 0.6618478080430948, 0.6823606950544624, 0.7025483704370802, 0.722350085698509, 0.7416070111255526, 0.7605979981383678, 0.7791093302174168, 0.7973568697118026, 0.8152144577765935, 0.832741101944052, 0.8499785819706427, 0.8667864760837672, 0.8834287999999991, 0.8996269539349119, 0.9157048485813831, 0.9315172723373218, 0.9470026181795012, 0.9623026574018133, 0.9774066143441077, 0.9898276]","[4.196926, 4.196524, 4.196178, 4.195909, 4.195674, 4.195429, 4.195317, 4.19513, 4.194973, 4.194811, 4.194666, 4.194547, 4.194391, 4.194339, 4.194131, 4.194037, 4.193877, 4.193793, 4.193681, 4.193549, 4.193443, 4.193367, 4.193229, 4.193144, 4.19303, 4.192944, 4.192897, 4.192749, 4.192683, 4.192584, 4.192449, 4.192371, 4.192252, 4.192224, 4.192114, 4.192039, 4.191931, 4.191877, 4.191803, 4.191693, 4.191636, 4.19156, 4.191466, 4.191361, 4.191322, 4.191209, 4.191133, 4.19103, 4.191013, 4.190954, 4.190836, 4.19075, 4.190739, 4.190644, 4.190534, 4.190484, 4.190431, 4.190357, 4.190287, 4.190199, 4.190167, 4.190073, 4.189995, 4.189924, 4.18984, 4.189771, 4.18977, 4.189692, 4.189588, 4.18953, 4.189498, 4.189403, 4.189327, 4.189307, 4.189211, 4.18918, 4.189078, 4.189057, 4.188992, 4.18891, 4.188849, 4.188797, 4.188756, 4.18871, 4.188635, 4.188573, 4.188501, 4.188438, 4.188452, 4.188297, 4.18829]",1.8902816,3.8,4.1
10,1.2,2.4,25,"[0.0, 0.005897415243754173, 0.015224286757884786, 0.025181244058510105, 0.03591264276017056, 0.04753825439995943, 0.06037879663834392, 0.07476044284725603, 0.09084448155853539, 0.10979305455475927, 0.13239929830091154, 0.15883248102826827, 0.18697199132340028, 0.2158418395786695, 0.2447350024449386, 0.2731977291430847, 0.3012016553066741, 0.3294400813307564, 0.35771687045512646, 0.38619204831488296, 0.4144902980366827, 0.44225622403884945, 0.4696988212384222, 0.49569901104456515, 0.5211066083180526, 0.545407785134421, 0.5691682720825857, 0.5920244376569033, 0.6142898564154768, 0.6359724163151271, 0.656769777299093, 0.6775017096585154, 0.6977139362298904, 0.7173953909438754, 0.7365724041768191, 0.7553896790079364, 0.7739476536162337, 0.7920265604455514, 0.8097740263261828, 0.8271532924928338, 0.8444484574639644, 0.8611424885292052, 0.8777458861565672, 0.8939448530168939, 0.9099170675237009, 0.9256966528330763, 0.9411076901360531, 0.9563785229535353, 0.971419950557137, 0.9831730999999999]","[4.196928, 4.196504, 4.196195, 4.195887, 4.195693, 4.195468, 4.195305, 4.19513, 4.194982, 4.194767, 4.194608, 4.194487, 4.194357, 4.19425, 4.194144, 4.194, 4.19391, 4.193835, 4.193661, 4.193588, 4.193426, 4.193316, 4.193211, 4.193126, 4.193, 4.192932, 4.192832, 4.192756, 4.192631, 4.192582, 4.192448, 4.192344, 4.1923, 4.192156, 4.192137, 4.192046, 4.19191, 4.191851, 4.19174, 4.191679, 4.191597, 4.191483, 4.19144, 4.191335, 4.191272, 4.191207, 4.191178, 4.191067, 4.190965, 4.190842, 4.19083, 4.190773, 4.1907, 4.190599, 4.190511, 4.190439, 4.190379, 4.19037, 4.190263, 4.190161, 4.190114, 4.190022, 4.189983, 4.189909, 4.189848, 4.1898, 4.189709, 4.18961, 4.189571, 4.189524, 4.189454, 4.189395, 4.189309, 4.189285, 4.189199, 4.189117, 4.189024, 4.188992, 4.188958, 4.18888, 4.18883, 4.188818, 4.18872, 4.188633, 4.188638, 4.188582, 4.188466, 4.188422, 4.188336, 4.188274]",1.8869978,3.8,4.1
