Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity,Start_Voltage,End_Voltage
1,1.2,0.5,25,"[0.0, 0.008817327585577572, 0.01882718242223108, 0.029317747627497587, 0.04065942346938747, 0.05279904010844169, 0.06598446359279456, 0.08036411985930664, 0.09628623871678146, 0.11416541629767837, 0.1342845932203374, 0.15734762785963105, 0.18368674429587814, 0.21243673940299188, 0.24298047506580409, 0.2745784753842261, 0.3061071947923989, 0.33732764093842715, 0.36789663528057637, 0.39827752174427633, 0.4278521868163263, 0.45687080346097086, 0.4850835160134024, 0.5127446035190282, 0.5393276035306898, 0.5655227515146289, 0.5910258263150311, 0.6159970267464671, 0.6399095643196464, 0.6634906255241803, 0.6861268964405426, 0.708473221971151, 0.7299583202853029, 0.7513122742084475, 0.7717863564973998, 0.7919822803800137, 0.8115674274358924, 0.8308034992213389, 0.84970211942009, 0.8679183452017576, 0.8859184839163312, 0.9033748636903298, 0.9206535752963187, 0.9377360065477562, 0.9543608740619887, 0.9706805336492872, 0.986949782467387, 1.0026615480812633, 1.0182279438523105, 1.0329316]","[4.197091, 4.196628, 4.196314, 4.196082, 4.195844, 4.195601, 4.195477, 4.195253, 4.195071, 4.194928, 4.194706, 4.194658, 4.194528, 4.194365, 4.194232, 4.194085, 4.194003, 4.193899, 4.193766, 4.193679, 4.193572, 4.193478, 4.19336, 4.193214, 4.19322, 4.193061, 4.19293, 4.192814, 4.192772, 4.192649, 4.192631, 4.19243, 4.192435, 4.192334, 4.192255, 4.192141, 4.19206, 4.19201, 4.191895, 4.191826, 4.191731, 4.191679, 4.191574, 4.191524, 4.191417, 4.191328, 4.191281, 4.191185, 4.191109, 4.191056, 4.190947, 4.190902, 4.190814, 4.190753, 4.190669, 4.190652, 4.190544, 4.190407, 4.190428, 4.190328, 4.190251, 4.190179, 4.1901, 4.190052, 4.189967, 4.189909, 4.189863, 4.189768, 4.189734, 4.189613, 4.1896, 4.189487, 4.189446, 4.189377, 4.189362, 4.189326, 4.189252, 4.189161, 4.18915, 4.189067, 4.189006, 4.188957, 4.188888, 4.188811, 4.188776, 4.18871, 4.188685, 4.188598, 4.188559, 4.188499, 4.188495]",1.956079,3.8,4.1
2,1.2,2.4,25,"[0.0, 0.011059594678682783, 0.02289335085704647, 0.035172133674755746, 0.04820685709741568, 0.06188116564625834, 0.07652145774506514, 0.09199832082949183, 0.10884527192353183, 0.12729830780312007, 0.14796309034700494, 0.1714947018317569, 0.19796012618811654, 0.22794309005309266, 0.2600056044884945, 0.2928422306900861, 0.32576230688046526, 0.35875612358739406, 0.3907447306850008, 0.42227652662737325, 0.45306444532530854, 0.4829735432254313, 0.5122843240356236, 0.540681023296704, 0.5680952898212699, 0.5947454014194892, 0.6208375222884644, 0.6460815818825971, 0.6705973114251845, 0.6946894108043198, 0.7181243757161964, 0.7408923202861196, 0.7632383766439886, 0.7848831656455112, 0.8060447321830083, 0.8270522116025348, 0.847409537628185, 0.867271093927327, 0.8866283769370026, 0.9058941129051595, 0.9245503352537482, 0.9428260576968689, 0.9607859135531119, 0.9783566552784689, 0.9959855863852877, 1.012773287734794, 1.0296809102735707, 1.0460883418863665, 1.0623188110650759, 1.0766041]","[4.196996, 4.196647, 4.196379, 4.196095, 4.195827, 4.19565, 4.195479, 4.195313, 4.195132, 4.194992, 4.194857, 4.1947, 4.194569, 4.194471, 4.194272, 4.194211, 4.194082, 4.193977, 4.193851, 4.193719, 4.193631, 4.193507, 4.193392, 4.193335, 4.193242, 4.193128, 4.192991, 4.192906, 4.192789, 4.192738, 4.192648, 4.192508, 4.192473, 4.19237, 4.19229, 4.192246, 4.192088, 4.19205, 4.191951, 4.19183, 4.191807, 4.191707, 4.191572, 4.191548, 4.191428, 4.191446, 4.191299, 4.191224, 4.191178, 4.19109, 4.191038, 4.190938, 4.190877, 4.190753, 4.190763, 4.190618, 4.190597, 4.19051, 4.190447, 4.190406, 4.190294, 4.190256, 4.19016, 4.190106, 4.190081, 4.190003, 4.189955, 4.189851, 4.189769, 4.189722, 4.189631, 4.189606, 4.189512, 4.189471, 4.189437, 4.189303, 4.18925, 4.189175, 4.189141, 4.189134, 4.188993, 4.188991, 4.188909, 4.188834, 4.188796, 4.188741, 4.188634, 4.188592, 4.188559, 4.188495, 4.188498]",1.9502978,3.8,4.1
3,1.2,2.4,25,"[0.0, 0.008350113337000087, 0.017875355758667777, 0.027937933590500202, 0.03873793651812571, 0.05034013267324228, 0.06295858483779784, 0.07688938698817008, 0.09235745980950072, 0.10961966511302013, 0.1292303982628623, 0.15178821197914039, 0.17738706403940807, 0.20578706904320065, 0.23580204409937794, 0.26641014813511477, 0.2974251758308043, 0.3279821862469848, 0.358509736798091, 0.38826796928658064, 0.41780964002615667, 0.4464377559238651, 0.47438929915745903, 0.5019405432188397, 0.5285996415350005, 0.5545530275380366, 0.58001106216317, 0.6044737127861355, 0.6285258524578512, 0.6518763477551, 0.6748546993442774, 0.6971780777363592, 0.7188369544512523, 0.7401018229591811, 0.7605389497623711, 0.7807871497252752, 0.8004918008417137, 0.8198144365901279, 0.8385680498361174, 0.8569479672781861, 0.8750363411462798, 0.8926118227302959, 0.9098744397442076, 0.9268715253475304, 0.943499239750583, 0.9599615485918656, 0.9758406964696016, 0.991727016936429, 1.0071614579395818, 1.0196792000000001]","[4.197074, 4.19658, 4.196365, 4.196039, 4.195785, 4.195647, 4.195399, 4.19525, 4.195047, 4.1949, 4.194765, 4.194629, 4.194492, 4.194349, 4.194218, 4.194072, 4.193932, 4.193858, 4.193734, 4.193608, 4.193553, 4.193409, 4.19328, 4.193209, 4.193086, 4.19297, 4.192934, 4.192793, 4.192684, 4.19265, 4.192517, 4.192422, 4.192373, 4.192259, 4.192163, 4.192065, 4.191998, 4.191941, 4.191865, 4.191717, 4.191654, 4.191566, 4.191496, 4.191434, 4.191328, 4.191274, 4.19115, 4.19113, 4.191027, 4.190961, 4.190891, 4.190808, 4.190758, 4.190589, 4.190562, 4.190522, 4.190447, 4.190366, 4.190348, 4.190204, 4.190153, 4.190073, 4.190001, 4.189917, 4.189899, 4.1898, 4.189753, 4.189694, 4.189634, 4.189546, 4.189476, 4.189433, 4.189396, 4.189272, 4.189298, 4.189208, 4.189141, 4.189054, 4.189026, 4.188982, 4.188839, 4.18882, 4.188776, 4.188697, 4.188644, 4.188593, 4.188531, 4.188504, 4.188394, 4.188367, 4.188367]",1.9445166,3.8,4.1
4,1.2,2.4,25,"[0.0, 0.006053182112844752, 0.015311618893595058, 0.025107251065060537, 0.03550457980120572, 0.04667235996972108, 0.05882415169082095, 0.07210283821154351, 0.08685124647779097, 0.10346310572335496, 0.12225953919276891, 0.14352620532250607, 0.16806158467270663, 0.19497788509519057, 0.22418915288082067, 0.25424484021951077, 0.2843052372730037, 0.3146296693648566, 0.344664762302923, 0.3742684981069092, 0.4036772581794613, 0.4323761678571416, 0.4603219569139795, 0.48759935914393504, 0.5142956691836724, 0.5402594131165223, 0.565645171652122, 0.5901205897959172, 0.6143341409696955, 0.63761676681435, 0.6603503346961269, 0.6825907109005673, 0.7042273067871059, 0.7253199888056984, 0.7459751892657562, 0.7658789138117796, 0.7855204865025163, 0.804627037790728, 0.8233788228981805, 0.8416427354609912, 0.8596110900992079, 0.8771114287738232, 0.8942907652680946, 0.9111219565420156, 0.9277407974845732, 0.9438878607028743, 0.9597592994825171, 0.9754259358024685, 0.9908659305361295, 1.0062818]","[4.197026, 4.19659, 4.196264, 4.196017, 4.195748, 4.19554, 4.195342, 4.195151, 4.19508, 4.194852, 4.194739, 4.194529, 4.194426, 4.194307, 4.194157, 4.194063, 4.193882, 4.193801, 4.193671, 4.193595, 4.193435, 4.193335, 4.19324, 4.19316, 4.193044, 4.192938, 4.192842, 4.192742, 4.192626, 4.192552, 4.192465, 4.192381, 4.19232, 4.192196, 4.192084, 4.191993, 4.191928, 4.19179, 4.191733, 4.191676, 4.191571, 4.191535, 4.191446, 4.191322, 4.19128, 4.191157, 4.191117, 4.191008, 4.190966, 4.190918, 4.190828, 4.190749, 4.190693, 4.190598, 4.19052, 4.190468, 4.190361, 4.190295, 4.190206, 4.190192, 4.190112, 4.189982, 4.189951, 4.189923, 4.189837, 4.189786, 4.189664, 4.189582, 4.189554, 4.189487, 4.189448, 4.189384, 4.18934, 4.18921, 4.18917, 4.189108, 4.189054, 4.189019, 4.188935, 4.188868, 4.188817, 4.188714, 4.188684, 4.188625, 4.188608, 4.188527, 4.188457, 4.188434, 4.188371, 4.188292, 4.188293]",1.9387353999999999,3.8,4.1
5,1.2,2.4,25,"[0.0, 0.005920777004973454, 0.014964026133136021, 0.02456700042189444, 0.034801471053530986, 0.04581829667996795, 0.05769069822925407, 0.07072405637399057, 0.08515060771888197, 0.101170005367861, 0.11940191122736818, 0.14025451182150053, 0.16397129243711875, 0.1902444914016346, 0.21871686859660092, 0.2480555295001828, 0.2779406877997902, 0.30800190460207, 0.33780070655845285, 0.36704320766869336, 0.39622004370161856, 0.42466800734473975, 0.45241163068128354, 0.4795863471569589, 0.5061473928752551, 0.5325924855872303, 0.5582312104253133, 0.5832190612123992, 0.6077695833306659, 0.6316030930641625, 0.6550491519282434, 0.6774523498521986, 0.6995451508661721, 0.7211971743028078, 0.7421177742077737, 0.7625586821644137, 0.782474814214214, 0.8015931494202436, 0.8204648796089219, 0.8388352799780282, 0.8566142516279397, 0.8741336806229506, 0.8910686800073945, 0.9077419503667464, 0.9240835700490978, 0.9401676727404124, 0.9558095559144894, 0.9713945634076878, 0.9865587837594921, 0.9996063000000001]","[4.196964, 4.196552, 4.196232, 4.196017, 4.195694, 4.195534, 4.19531, 4.195125, 4.194972, 4.194825, 4.194668, 4.194526, 4.194365, 4.194241, 4.194126, 4.194016, 4.193887, 4.193732, 4.193636, 4.193548, 4.193366, 4.193287, 4.193221, 4.193042, 4.192984, 4.192928, 4.192769, 4.192657, 4.192529, 4.19244, 4.192362, 4.192329, 4.192171, 4.192043, 4.192003, 4.191945, 4.191834, 4.191755, 4.191655, 4.191575, 4.191522, 4.191407, 4.191351, 4.191257, 4.191195, 4.191088, 4.191015, 4.190929, 4.190889, 4.19079, 4.190701, 4.190649, 4.190533, 4.190487, 4.190413, 4.190362, 4.190216, 4.190191, 4.190095, 4.190054, 4.190016, 4.189935, 4.189853, 4.189756, 4.18975, 4.189668, 4.189586, 4.189495, 4.189444, 4.189402, 4.189334, 4.189241, 4.189157, 4.189157, 4.18903, 4.189015, 4.188911, 4.188859, 4.188776, 4.188713, 4.188744, 4.188626, 4.188581, 4.188476, 4.188434, 4.188378, 4.188334, 4.18834, 4.188262, 4.188164, 4.188159]",1.9329542,3.8,4.1
6,1.2,0.5,25,"[0.0, 0.008483828385080994, 0.017456405492102478, 0.026951664138689657, 0.03694981914893536, 0.04787062124509489, 0.05950808038293909, 0.07232508678430541, 0.08661538840990968, 0.10217985234832491, 0.11998408374241515, 0.1403583097773854, 0.1632146341001845, 0.18888662987704286, 0.21658718359073426, 0.24552663666453028, 0.27494801407662384, 0.30422538957350154, 0.3339694968223146, 0.3630842092318579, 0.3918417758481049, 0.4203694877918171, 0.4483544535982799, 0.4754924671825392, 0.5020446119634052, 0.5280112239759378, 0.5531996306485127, 0.5776097471435881, 0.6015334465468292, 0.6245802972181027, 0.647155883875975, 0.6692055044752612, 0.6905571832599684, 0.711565358200561, 0.7319929746598641, 0.7518539445757244, 0.7712811208571804, 0.7902390584237522, 0.8086700067965802, 0.8269264013963451, 0.8446041657043306, 0.8621023545060493, 0.8790856914048606, 0.8957125784985986, 0.9121208085855015, 0.9283490422368468, 0.9440198742653507, 0.9596033945780396, 0.9748773913043478, 0.9896590000000001]","[4.196963, 4.196563, 4.196223, 4.195971, 4.195699, 4.195446, 4.195251, 4.195121, 4.194923, 4.194791, 4.194603, 4.194492, 4.194329, 4.194186, 4.194028, 4.193898, 4.193805, 4.193639, 4.193575, 4.193418, 4.193347, 4.193216, 4.193115, 4.192991, 4.192927, 4.192795, 4.192689, 4.192621, 4.192502, 4.192457, 4.192297, 4.19218, 4.192084, 4.192059, 4.191966, 4.19187, 4.191792, 4.191693, 4.1916, 4.191519, 4.191432, 4.191349, 4.191253, 4.191148, 4.191114, 4.191007, 4.190945, 4.190863, 4.190765, 4.190746, 4.190627, 4.190585, 4.190451, 4.190482, 4.190331, 4.190242, 4.190147, 4.190104, 4.190052, 4.189981, 4.189885, 4.189812, 4.189788, 4.189673, 4.189642, 4.189558, 4.189435, 4.189385, 4.189361, 4.189269, 4.189196, 4.189176, 4.189088, 4.189033, 4.188955, 4.188911, 4.188809, 4.188816, 4.188722, 4.188641, 4.188583, 4.188539, 4.188496, 4.188416, 4.18831, 4.188325, 4.188224, 4.188174, 4.18807, 4.18803, 4.188028]",1.927173,3.8,4.1
7,1.2,2.4,25,"[0.0, 0.008055170945386853, 0.019194720375081437, 0.030823695402298762, 0.04311758460265033, 0.0560919154314585, 0.06997750639909536, 0.08470491659309706, 0.10068483746320003, 0.11868019727143583, 0.13847879252911285, 0.16146571415636649, 0.18756249930228366, 0.2168937505300794, 0.2485301595160536, 0.28090809383811366, 0.3130513538229571, 0.34518587979117266, 0.37645157291933473, 0.407253295511399, 0.4376706403594721, 0.46731943313714985, 0.49585015756528317, 0.5239964281990589, 0.5514587578825519, 0.5781613106839812, 0.6040753013395203, 0.6291516952380951, 0.6538688490535494, 0.6777908807924614, 0.7010706807218182, 0.723796255373847, 0.7459788358029249, 0.7677968899931272, 0.7889934702444205, 0.8096063001651531, 0.8298816132075456, 0.8494635658148918, 0.8690616148652802, 0.8877838182967158, 0.9063524685314687, 0.9244065715596325, 0.9421705366524885, 0.9597750166261131, 0.9767003648237141, 0.9936194986866017, 1.0101064607214925, 1.026346060342656, 1.0424090515380622, 1.0563095]","[4.19695, 4.196523, 4.196237, 4.195965, 4.195713, 4.195506, 4.195248, 4.195088, 4.194946, 4.194812, 4.194682, 4.194568, 4.194396, 4.194282, 4.194079, 4.193956, 4.193821, 4.193721, 4.193623, 4.193523, 4.193346, 4.193299, 4.193143, 4.193071, 4.192944, 4.192818, 4.19276, 4.192639, 4.192542, 4.192484, 4.192352, 4.192286, 4.192211, 4.192097, 4.192007, 4.191875, 4.19183, 4.191761, 4.191653, 4.191573, 4.191514, 4.191364, 4.191317, 4.191237, 4.191216, 4.191025, 4.190989, 4.190933, 4.190796, 4.190752, 4.190696, 4.190552, 4.190519, 4.190389, 4.190316, 4.190289, 4.190206, 4.190125, 4.190079, 4.189998, 4.189926, 4.189845, 4.189762, 4.189677, 4.18967, 4.189591, 4.189517, 4.189425, 4.189356, 4.189311, 4.189219, 4.189196, 4.189114, 4.189051, 4.188967, 4.188949, 4.188815, 4.188766, 4.188766, 4.188632, 4.188575, 4.188529, 4.188422, 4.18834, 4.188324, 4.188265, 4.1882, 4.188149, 4.188061, 4.188056, 4.188059]",1.9235034,3.8,4.1
8,1.2,2.4,25,"[0.0, 0.008375801452519371, 0.01724279996373501, 0.02662987978793918, 0.03672215390787817, 0.04747747982159725, 0.05922977907103441, 0.07212064682283445, 0.08631322393846422, 0.10237442019207627, 0.12038331364819688, 0.14105969275701918, 0.1645528989288802, 0.19117447194010684, 0.21952099462184776, 0.24925210973413509, 0.27977020618318693, 0.3107136874508805, 0.34148712953813065, 0.37217304240429677, 0.40208176454121697, 0.43176043612750764, 0.46088068137252053, 0.48890813743752654, 0.5163273482095736, 0.5425424606103098, 0.567560267782182, 0.5920503774228973, 0.6156521391118825, 0.6386528166725096, 0.6606062926813667, 0.6823888323879643, 0.7034636909840362, 0.7240042717133799, 0.7440359528873781, 0.7635113207507829, 0.7825174165705209, 0.8011273094753528, 0.8193483143985696, 0.8370826929695812, 0.8546164097124063, 0.8716982566652192, 0.8884348274131275, 0.9049645924253338, 0.9210764248735246, 0.9369492836603845, 0.9525780384853149, 0.9679699491026559, 0.9829844344120786, 0.9963556999999998]","[4.196941, 4.196523, 4.196213, 4.19591, 4.195646, 4.195485, 4.195314, 4.195099, 4.195015, 4.194778, 4.194616, 4.194428, 4.194361, 4.194218, 4.194039, 4.193949, 4.193769, 4.193696, 4.193558, 4.193418, 4.193333, 4.193228, 4.193135, 4.193049, 4.192875, 4.192801, 4.192699, 4.192572, 4.192477, 4.192394, 4.192289, 4.19221, 4.192109, 4.191989, 4.19192, 4.191839, 4.191709, 4.191688, 4.191593, 4.191488, 4.191423, 4.191335, 4.191245, 4.191189, 4.191044, 4.190939, 4.19095, 4.190854, 4.190778, 4.19067, 4.190629, 4.19054, 4.190438, 4.19039, 4.190256, 4.19016, 4.190164, 4.190082, 4.189978, 4.18994, 4.189871, 4.189762, 4.189713, 4.189706, 4.18962, 4.189502, 4.189441, 4.18938, 4.189345, 4.189265, 4.189177, 4.189116, 4.18903, 4.188949, 4.188896, 4.188881, 4.18876, 4.188739, 4.188632, 4.188619, 4.188502, 4.188516, 4.188411, 4.188357, 4.188272, 4.188227, 4.188159, 4.188144, 4.188062, 4.187952]",1.9198338,3.8,4.1
9,1.2,2.4,25,"[0.0, 0.008398860069440933, 0.017315688792774203, 0.02674096366323686, 0.036694401757600664, 0.047406262631266155, 0.059128543063040634, 0.07179390213760795, 0.086048905137804, 0.10181963014448511, 0.11940896447377486, 0.1398742711177864, 0.1626509057185614, 0.187999520395486, 0.21533181818543584, 0.243627651823072, 0.27227468522326076, 0.3012558359159772, 0.33025740592755476, 0.35873306619112527, 0.3871108414634152, 0.41491482099479354, 0.4424379647940347, 0.4691703022897589, 0.49543726599569987, 0.5209154173751795, 0.5456838010813958, 0.5696857164310705, 0.5934884470067228, 0.6163502884412944, 0.6386620159856464, 0.6606761425273331, 0.6818404579907715, 0.702762950615081, 0.7229871834521762, 0.7427510440604455, 0.7620740518675029, 0.7810377688537449, 0.799512676152015, 0.8175826577727368, 0.8352354883727866, 0.8526247345186377, 0.8695724415562718, 0.8862561019568029, 0.9025403306698945, 0.918586465186642, 0.9343672565554675, 0.949760829030458, 0.96506622642983, 0.9796543]","[4.196938, 4.196536, 4.196188, 4.195922, 4.195676, 4.195457, 4.19525, 4.19501, 4.194862, 4.194771, 4.194592, 4.194424, 4.194242, 4.194159, 4.194031, 4.193892, 4.19376, 4.193622, 4.193547, 4.19342, 4.193331, 4.193215, 4.193067, 4.192953, 4.192865, 4.192764, 4.19263, 4.192542, 4.192432, 4.192362, 4.192218, 4.192153, 4.192107, 4.191946, 4.191881, 4.191781, 4.191708, 4.191609, 4.191523, 4.191459, 4.19136, 4.191255, 4.191151, 4.191086, 4.191002, 4.190934, 4.19078, 4.190797, 4.190656, 4.190608, 4.190562, 4.190501, 4.190371, 4.190302, 4.190237, 4.190159, 4.190135, 4.189981, 4.189938, 4.189913, 4.189805, 4.189792, 4.18967, 4.189577, 4.189569, 4.189471, 4.189408, 4.189325, 4.189262, 4.18922, 4.189117, 4.189074, 4.188978, 4.188917, 4.188823, 4.188779, 4.188724, 4.188669, 4.188665, 4.188574, 4.1885, 4.18841, 4.188298, 4.188275, 4.188266, 4.188216, 4.188093, 4.188043, 4.187971, 4.187892, 4.187896]",1.9161642,3.8,4.1
10,1.2,2.4,25,"[0.0, 0.007023028571428114, 0.015721052327651086, 0.02488523857909339, 0.03465038108650387, 0.04513342842296525, 0.05642198002160567, 0.06885801039279046, 0.08250663863700611, 0.09762435890273821, 0.11473459505267408, 0.1340205981369063, 0.1559486891348414, 0.18066706610110483, 0.20759906661712735, 0.2356814144626625, 0.2644555250353882, 0.2933819346069706, 0.32246359260395796, 0.35155342820036906, 0.3796805182307462, 0.40801577962497504, 0.4357932084912035, 0.462654701910827, 0.4890799250452834, 0.514861464010241, 0.5398613907697702, 0.5642551881691801, 0.5881340776014099, 0.6112605120924891, 0.6337864067938273, 0.6558159040904753, 0.6770786699516078, 0.6979856179695044, 0.7184283850663746, 0.7381897344930408, 0.757588428702904, 0.7765299910005242, 0.7950511620576651, 0.8132145787495374, 0.8308090009233139, 0.848276951347351, 0.865224292364531, 0.8819440752342323, 0.898259607072751, 0.9143710861481581, 0.9300827996195066, 0.9455475167370401, 0.9607983031092256, 0.9730097000000001]","[4.196918, 4.196479, 4.196234, 4.195921, 4.195621, 4.195414, 4.195205, 4.195074, 4.194865, 4.194704, 4.194548, 4.19441, 4.194283, 4.194091, 4.193984, 4.193883, 4.193696, 4.193642, 4.193426, 4.193327, 4.193229, 4.193129, 4.193042, 4.192919, 4.192845, 4.192723, 4.192584, 4.192526, 4.192428, 4.192311, 4.192246, 4.192135, 4.19198, 4.191928, 4.191864, 4.191756, 4.191673, 4.191573, 4.191508, 4.191436, 4.191291, 4.191218, 4.19112, 4.191077, 4.19095, 4.19093, 4.190803, 4.190767, 4.190666, 4.190557, 4.190475, 4.190416, 4.190339, 4.190261, 4.190159, 4.190139, 4.190025, 4.189967, 4.189919, 4.189788, 4.18978, 4.189699, 4.189655, 4.189549, 4.18948, 4.189406, 4.189383, 4.189258, 4.189171, 4.189168, 4.189063, 4.189018, 4.188922, 4.188874, 4.188817, 4.188726, 4.188684, 4.188611, 4.188563, 4.188478, 4.188419, 4.188338, 4.188284, 4.188236, 4.188172, 4.188108, 4.188072, 4.187968, 4.187946, 4.187887, 4.187891]",1.9124946,3.8,4.1
