Cycle,Charge_Current,Discharge_Current,Temperature,Capacity_Increment,Relaxation_Voltage,Discharge_Capacity,Start_Voltage,End_Voltage
1,1.2,0.5,25,"[0.0, 0.008925459204785047, 0.019075117951724008, 0.03005435040093582, 0.0418455499118455, 0.054452031582625904, 0.06843691072371999, 0.08408781794019832, 0.10171987041693492, 0.12260393809899547, 0.14691425972789054, 0.1741946567749851, 0.20321043187679924, 0.2316997288837416, 0.26011979256886675, 0.28803470170429846, 0.31546150337428835, 0.34267430477037575, 0.37038989611133677, 0.39824869662785767, 0.42606777837301624, 0.453628689938556, 0.4806282013827442, 0.5069067683660816, 0.5324816385074707, 0.5571490358686121, 0.5808655762269886, 0.6042612017557855, 0.6268266341957249, 0.6488717977254049, 0.6703164916846229, 0.6913437529516356, 0.7117587133877533, 0.7320253453205721, 0.7517129696936795, 0.7710443890109877, 0.789942767804691, 0.808516210340711, 0.8266977836928698, 0.844725465954143, 0.8622798576617086, 0.8794958918166931, 0.8966437095238102, 0.9133934487330064, 0.9298356339912723, 0.9460224808477209, 0.961828615119352, 0.9776426941312568, 0.9932551796548916, 1.0064009]","[4.19696, 4.19652, 4.196223, 4.195912, 4.195697, 4.195481, 4.195316, 4.195112, 4.194946, 4.194813, 4.194648, 4.19448, 4.194356, 4.194198, 4.1941, 4.193945, 4.19384, 4.193741, 4.193659, 4.193511, 4.193439, 4.193343, 4.193204, 4.193114, 4.193008, 4.192849, 4.192816, 4.192708, 4.192596, 4.192502, 4.19242, 4.192293, 4.192197, 4.192133, 4.192038, 4.191948, 4.191881, 4.191783, 4.191705, 4.19163, 4.191484, 4.19145, 4.191377, 4.191259, 4.191199, 4.191121, 4.191041, 4.191013, 4.190877, 4.190809, 4.190774, 4.190641, 4.190605, 4.190436, 4.190423, 4.19041, 4.190345, 4.190199, 4.190164, 4.190079, 4.189965, 4.189941, 4.189911, 4.189812, 4.189737, 4.189617, 4.189597, 4.189459, 4.189492, 4.189352, 4.189344, 4.189257, 4.189172, 4.189108, 4.189057, 4.188962, 4.188928, 4.188821, 4.188814, 4.188716, 4.18863, 4.188577, 4.188537, 4.188462, 4.188436, 4.188375, 4.188306, 4.188231, 4.188175, 4.188151]",1.906541,3.8,4.1
2,1.2,2.4,25,"[0.0, 0.011571241798276566, 0.02428398595623829, 0.03763587171122573, 0.05147204452569709, 0.06596953598857236, 0.08168613822748211, 0.09890107696348455, 0.11855718329462145, 0.14144403904761765, 0.16882442942916093, 0.1993029163738223, 0.23053467501300662, 0.2610902769071902, 0.29087847227132596, 0.3197048816242302, 0.3482899863927756, 0.3766336700921558, 0.4048710866584559, 0.4330896198523659, 0.46112207368900343, 0.48882607320236376, 0.5158102261047222, 0.5423892008290812, 0.5681434050178316, 0.5932749782924664, 0.6176758296361022, 0.6413647541731331, 0.6645002653061216, 0.6870095687757338, 0.7088766852193562, 0.7304793396443718, 0.7514792480224628, 0.7720406154245791, 0.7922320185185177, 0.8121917222222217, 0.8316230251396655, 0.8507301152402234, 0.8695067593860504, 0.8878977458134631, 0.9061388615537682, 0.9240275231175228, 0.9416093748073495, 0.9588256320507951, 0.975954885407724, 0.9927600859872594, 1.0093252796280718, 1.0256321071146242, 1.0417769195438855, 1.0564035]","[4.197008, 4.196528, 4.196184, 4.195962, 4.195725, 4.195485, 4.195307, 4.195117, 4.194936, 4.194852, 4.194688, 4.194571, 4.194385, 4.194266, 4.194133, 4.194024, 4.193899, 4.19379, 4.19363, 4.19352, 4.193384, 4.193337, 4.193185, 4.193143, 4.193013, 4.192927, 4.192808, 4.192741, 4.192608, 4.192493, 4.19248, 4.192317, 4.192217, 4.192196, 4.192105, 4.191954, 4.191843, 4.191798, 4.191693, 4.191623, 4.191575, 4.191485, 4.191354, 4.191312, 4.191246, 4.19111, 4.191081, 4.190987, 4.190895, 4.190833, 4.190733, 4.190638, 4.19059, 4.190492, 4.19042, 4.190337, 4.190272, 4.190212, 4.190132, 4.190048, 4.190009, 4.189893, 4.189861, 4.189813, 4.189634, 4.189632, 4.189592, 4.18954, 4.189442, 4.189385, 4.189308, 4.189223, 4.189196, 4.189076, 4.189027, 4.18896, 4.188888, 4.188801, 4.188762, 4.188714, 4.18867, 4.188593, 4.188527, 4.188481, 4.188318, 4.188341, 4.188255, 4.18825, 4.188116, 4.188088, 4.188068]",1.9026428,3.8,4.1
3,1.2,2.4,25,"[0.0, 0.009051254617794546, 0.018925520898528614, 0.029455044907775674, 0.040806696957018246, 0.05312343146216425, 0.06657170794113518, 0.08182304220779138, 0.0990327306045222, 0.11929049524872376, 0.14315178091191672, 0.16997671670881537, 0.19843670371457778, 0.2267509545351461, 0.2550068138479899, 0.2826119192419821, 0.3098119015492517, 0.33708192790566693, 0.364366341724785, 0.39207842793091674, 0.4194268955595116, 0.4469507540270419, 0.47370557679983116, 0.49937141344047753, 0.5247604565501369, 0.5490085276582483, 0.5729138296887738, 0.5957665411619104, 0.6180810782738084, 0.6399037598076148, 0.6610057880026045, 0.6817347518898671, 0.7019686140852749, 0.7217697903056456, 0.7412988571930577, 0.7602720280983045, 0.7790197274498004, 0.797325545671553, 0.8152758862978796, 0.8329026104012428, 0.8503255761472123, 0.8674411333266813, 0.8841632037325039, 0.9006745652215536, 0.9169394582659266, 0.9329020164184733, 0.9486013999999979, 0.9641376277751609, 0.9794015676959255, 0.9930910000000001]","[4.196958, 4.196468, 4.196188, 4.195868, 4.195676, 4.195478, 4.195248, 4.19508, 4.194899, 4.194746, 4.194596, 4.19448, 4.194358, 4.1942, 4.194121, 4.19392, 4.193783, 4.193691, 4.193596, 4.193504, 4.193373, 4.193253, 4.193122, 4.193068, 4.192929, 4.192887, 4.192729, 4.19264, 4.192544, 4.192441, 4.192372, 4.192253, 4.192148, 4.192052, 4.191979, 4.191908, 4.191804, 4.191731, 4.191602, 4.191558, 4.191466, 4.191332, 4.191271, 4.191185, 4.191131, 4.191059, 4.190978, 4.19089, 4.190846, 4.190724, 4.19067, 4.190584, 4.190481, 4.190466, 4.190341, 4.190286, 4.190192, 4.19016, 4.190098, 4.190016, 4.189956, 4.189893, 4.189775, 4.189701, 4.189636, 4.189581, 4.189497, 4.189403, 4.189367, 4.189308, 4.189229, 4.189118, 4.189086, 4.189034, 4.188944, 4.188918, 4.188821, 4.188757, 4.188722, 4.188621, 4.18857, 4.188516, 4.188453, 4.188406, 4.188319, 4.188243, 4.188196, 4.188155, 4.188072, 4.18804, 4.188042]",1.8987446,3.8,4.1
4,1.2,2.4,25,"[0.0, 0.008427256833366176, 0.018023828428143568, 0.02833172625906888, 0.03933028519234863, 0.05134815777524096, 0.06454499659222113, 0.07917607204685859, 0.0959642337281808, 0.11561651692856004, 0.1387154715191546, 0.16523497157803196, 0.19316522046164647, 0.22122192965731552, 0.24905878436090167, 0.27634947750713185, 0.30330018468846276, 0.33012735777403796, 0.3572996074007901, 0.3847802231283175, 0.41215700944019973, 0.43913018654301417, 0.4657247401914334, 0.4916276459335217, 0.5163833865033356, 0.5407108836757384, 0.5641097288207569, 0.586901806600622, 0.609130727272726, 0.6306598282217607, 0.6516658039555026, 0.6724149925352966, 0.6924395265799053, 0.7121972088755479, 0.731511121166021, 0.7505810476702516, 0.769098888788986, 0.787190425176731, 0.8051722761981178, 0.8226513049826646, 0.8399964978755291, 0.8569160806050071, 0.873615424725728, 0.8899871719195929, 0.9063085265306101, 0.9220514505430835, 0.9378172164714014, 0.9532923169699783, 0.9684396502943196, 0.9830682]","[4.19692, 4.196514, 4.196187, 4.195899, 4.195694, 4.19546, 4.19526, 4.195163, 4.194893, 4.194739, 4.194621, 4.194444, 4.194355, 4.194171, 4.19407, 4.193927, 4.193846, 4.193706, 4.193592, 4.193495, 4.193356, 4.193281, 4.193146, 4.193055, 4.192983, 4.192845, 4.192758, 4.192645, 4.192527, 4.192441, 4.192364, 4.192274, 4.192133, 4.1921, 4.191975, 4.191887, 4.191825, 4.191712, 4.191671, 4.191552, 4.191453, 4.191402, 4.191308, 4.191217, 4.191139, 4.191037, 4.191, 4.190871, 4.190835, 4.190752, 4.190673, 4.190617, 4.190544, 4.190474, 4.190445, 4.190291, 4.190194, 4.190115, 4.1901, 4.190019, 4.18994, 4.189918, 4.189781, 4.189699, 4.189665, 4.1896, 4.18952, 4.18945, 4.189379, 4.189289, 4.189275, 4.189165, 4.189085, 4.18905, 4.189006, 4.188941, 4.188878, 4.188819, 4.18872, 4.188686, 4.188588, 4.18852, 4.188535, 4.188448, 4.188355, 4.188288, 4.188252, 4.188169, 4.188092, 4.188057]",1.8948464,3.8,4.1
5,1.2,2.4,25,"[0.0, 0.006557628726494236, 0.016071273585728907, 0.02630641310943213, 0.03727260530566834, 0.049078645475050364, 0.06214337863676736, 0.0766019417010729, 0.09308978661675726, 0.11237065879105082, 0.13543704761579972, 0.16137025120194404, 0.18938093144012202, 0.2174698256922673, 0.2450576686176833, 0.2721820534749029, 0.2989640257029612, 0.32559925178284815, 0.3525567775810709, 0.3797432821303433, 0.4069359287988025, 0.4339218147829412, 0.4605267511137778, 0.48622286765930794, 0.5111855062421973, 0.5355063700082394, 0.5589083761985529, 0.5815924078605186, 0.6035036079947567, 0.6251557141977104, 0.6460656502537958, 0.666684442303286, 0.6864614464076029, 0.7062828521077902, 0.7253544498185958, 0.7441774165537014, 0.7627853753169227, 0.7808243447397136, 0.7985774733873243, 0.8160954620281253, 0.8332052538984822, 0.8501430589759558, 0.8668211538033399, 0.8831204479591837, 0.8993403344475717, 0.9151552311536846, 0.9309006437125735, 0.9461861353279171, 0.9613011946406937, 0.97319]","[4.196948, 4.196487, 4.196209, 4.195925, 4.19564, 4.19542, 4.195223, 4.195089, 4.194888, 4.194726, 4.194611, 4.194515, 4.194328, 4.194205, 4.194117, 4.193939, 4.193811, 4.193723, 4.193588, 4.193461, 4.193384, 4.193252, 4.193109, 4.193037, 4.192929, 4.192846, 4.192757, 4.19267, 4.192514, 4.192405, 4.19236, 4.192242, 4.192176, 4.192064, 4.191988, 4.19192, 4.191813, 4.191703, 4.191684, 4.191581, 4.191487, 4.191431, 4.191299, 4.191234, 4.191155, 4.191056, 4.191006, 4.190868, 4.190824, 4.190808, 4.190689, 4.190595, 4.190526, 4.190501, 4.190408, 4.19032, 4.190242, 4.19019, 4.190026, 4.189999, 4.189918, 4.189867, 4.189859, 4.189745, 4.189686, 4.18962, 4.189542, 4.189492, 4.189401, 4.18931, 4.189277, 4.189191, 4.189158, 4.189103, 4.189053, 4.188912, 4.188893, 4.188812, 4.188754, 4.188642, 4.188594, 4.188548, 4.188496, 4.188461, 4.188373, 4.188347, 4.188295, 4.188227, 4.188148, 4.188108, 4.188108]",1.8909482,3.8,4.1
6,1.2,0.5,25,"[0.0, 0.008571551330908728, 0.01797652282309742, 0.028074556460841033, 0.03896822206674158, 0.05074030386219014, 0.06366230110685975, 0.07804165539000774, 0.0943668704607794, 0.11349471154232063, 0.13624795081607866, 0.1621055473689359, 0.18951387499794464, 0.2176747844606779, 0.24526906055194803, 0.2723548269253582, 0.29908122532873826, 0.3253978249754286, 0.3523928621750793, 0.37944749113335685, 0.4067395152955745, 0.4334918770062597, 0.46008308858077374, 0.4856968847430688, 0.510560816543638, 0.534620829517291, 0.5581049666350776, 0.5807280730788205, 0.602883115115206, 0.6243253688191454, 0.6452196391761603, 0.6656005120300742, 0.6856042047808519, 0.7053089538137016, 0.724484466932398, 0.7433586063829782, 0.7618420763459306, 0.7799558784203935, 0.7978084166105596, 0.8153162779851596, 0.8324714730058799, 0.849291219143526, 0.8659391618316202, 0.8823353728769922, 0.8984090233959167, 0.9143212780557032, 0.9298239623326233, 0.9452841551020407, 0.960401490129949, 0.9730674]","[4.196936, 4.196504, 4.19618, 4.19592, 4.195657, 4.195433, 4.195261, 4.195088, 4.194902, 4.194726, 4.194601, 4.194487, 4.19436, 4.194179, 4.194075, 4.193947, 4.193861, 4.193699, 4.193614, 4.193479, 4.193386, 4.193255, 4.193199, 4.193068, 4.192929, 4.19282, 4.192708, 4.192634, 4.192595, 4.19245, 4.192335, 4.192272, 4.192171, 4.19207, 4.191988, 4.191919, 4.191823, 4.191766, 4.191598, 4.19155, 4.191483, 4.191409, 4.191308, 4.191196, 4.191154, 4.191095, 4.190964, 4.190958, 4.190859, 4.190777, 4.190664, 4.190628, 4.190535, 4.190488, 4.190395, 4.190312, 4.190211, 4.190161, 4.19013, 4.190078, 4.189956, 4.189885, 4.189856, 4.189754, 4.189669, 4.189603, 4.189553, 4.18948, 4.189455, 4.1893, 4.189265, 4.189244, 4.189114, 4.189155, 4.189063, 4.188987, 4.188884, 4.188848, 4.188766, 4.188699, 4.188597, 4.18857, 4.188512, 4.188483, 4.188368, 4.188342, 4.18829, 4.188238, 4.188206, 4.188121, 4.188126]",1.88705,3.8,4.1
7,1.2,2.4,25,"[0.0, 0.010258841595458257, 0.02268692213310991, 0.03574871948170544, 0.04915200137041542, 0.06344824928791604, 0.07862414631180614, 0.09535785667308949, 0.11419254463482836, 0.1359979478368235, 0.16266041843112078, 0.19191837922168842, 0.22232091496598538, 0.2529696468455391, 0.28220081490683274, 0.3107949451994127, 0.3387417558519074, 0.36649718828868455, 0.39417017124849746, 0.4219908865214517, 0.44994776169742506, 0.47714380921658844, 0.5040677325838316, 0.530442014774712, 0.5561255923857855, 0.5811144473534859, 0.605382894097444, 0.6290030492513934, 0.6519463128676459, 0.6741644678280339, 0.6959760430219168, 0.7176175198309198, 0.738333381851771, 0.7588289315488861, 0.7788929494784156, 0.7986189758566149, 0.8179389998635664, 0.8371271873759332, 0.8555887166714053, 0.8738177431850609, 0.8917727799301738, 0.9095557856261556, 0.9271130682080926, 0.9442316137575235, 0.9611565658212784, 0.9779298968874686, 0.9943025571394482, 1.0104561927211437, 1.0265334601793097, 1.0397296]","[4.19695, 4.196513, 4.19622, 4.195881, 4.19567, 4.195451, 4.195305, 4.195115, 4.194926, 4.194767, 4.194643, 4.194504, 4.194333, 4.194199, 4.194057, 4.193989, 4.193817, 4.19368, 4.193595, 4.193499, 4.193396, 4.193259, 4.193141, 4.193043, 4.19294, 4.192869, 4.192734, 4.192648, 4.192548, 4.192458, 4.192379, 4.192301, 4.19215, 4.192074, 4.191972, 4.191893, 4.191819, 4.191741, 4.191666, 4.191522, 4.191406, 4.191329, 4.191261, 4.191206, 4.191133, 4.19104, 4.190979, 4.190889, 4.190838, 4.190718, 4.190655, 4.190589, 4.190453, 4.190425, 4.19033, 4.190242, 4.190165, 4.190084, 4.190007, 4.189937, 4.189901, 4.189805, 4.189741, 4.189652, 4.189585, 4.189506, 4.189446, 4.189406, 4.189296, 4.189255, 4.189199, 4.189084, 4.189045, 4.188967, 4.188876, 4.188827, 4.188762, 4.188717, 4.188643, 4.188553, 4.188473, 4.188426, 4.188355, 4.188313, 4.188265, 4.188164, 4.188122, 4.188018, 4.188015, 4.187964, 4.187959]",1.8856925999999998,3.8,4.1
8,1.2,2.4,25,"[0.0, 0.008089952379072701, 0.017727571084058785, 0.02813975128790952, 0.03935025310803128, 0.051387876550620215, 0.06477080700274523, 0.07960653340832291, 0.09633218830700988, 0.11626044056773979, 0.13956265329384318, 0.1662836098122439, 0.19432284923220935, 0.22256914590172847, 0.2502818654331205, 0.2778509099394779, 0.3048704614629597, 0.3315993720157995, 0.35888616868876744, 0.38626615525782726, 0.4139039603037259, 0.44094062322090655, 0.46750287608927676, 0.4932244253938538, 0.518256294331065, 0.5426012857505973, 0.5660554019880556, 0.5889340283030847, 0.610994601725477, 0.6325703576191822, 0.6537772049123489, 0.6742240244655467, 0.6944813864080509, 0.7141817684960172, 0.7334925451106644, 0.7523819264913653, 0.7708148023862413, 0.7890285695230862, 0.8069079236795696, 0.8244388062380307, 0.8415684134846774, 0.8585755049230986, 0.8751145610506609, 0.8914691436491494, 0.9076573294205036, 0.9235083162773537, 0.9391670578381143, 0.9544579317888157, 0.9696754696202531, 0.9830948999999999]","[4.196937, 4.196515, 4.196221, 4.195915, 4.195679, 4.195463, 4.195305, 4.19511, 4.194899, 4.194767, 4.194576, 4.194466, 4.194316, 4.194149, 4.194095, 4.193932, 4.193847, 4.193693, 4.193575, 4.193473, 4.193349, 4.193279, 4.193165, 4.193041, 4.19295, 4.192877, 4.192754, 4.192626, 4.192522, 4.192464, 4.192391, 4.192245, 4.192153, 4.192101, 4.191951, 4.191864, 4.191789, 4.19171, 4.191641, 4.191569, 4.191472, 4.191388, 4.191276, 4.191194, 4.191158, 4.191055, 4.190996, 4.190861, 4.190798, 4.190691, 4.190676, 4.190567, 4.190493, 4.190449, 4.190381, 4.190256, 4.190206, 4.19015, 4.190086, 4.189973, 4.189945, 4.189899, 4.189753, 4.189666, 4.189641, 4.189564, 4.189526, 4.189465, 4.189359, 4.189291, 4.189241, 4.189167, 4.189095, 4.189003, 4.188912, 4.188862, 4.188852, 4.188736, 4.188642, 4.188625, 4.188604, 4.188496, 4.188447, 4.188359, 4.188292, 4.188196, 4.188197, 4.188134, 4.1881, 4.188026, 4.188011]",1.8843352,3.8,4.1
9,1.2,2.4,25,"[0.0, 0.008362157103130485, 0.01787476597057447, 0.02810598138177467, 0.039145205096807245, 0.051029150345932944, 0.0640747841856793, 0.07849395894211966, 0.0950799251665431, 0.11437633178027165, 0.13720778781312065, 0.16336829103410455, 0.19112550794348343, 0.21898900138563493, 0.24679471695760585, 0.2737393298486369, 0.30057274762967573, 0.3271411137414968, 0.35423034438432, 0.38140876277927765, 0.40865549338184154, 0.43551765226090416, 0.4618856814244057, 0.4875060875636182, 0.5124324331271182, 0.5365943343312711, 0.5600068979259445, 0.582547225455577, 0.6045883136523562, 0.626115129919335, 0.6469814707732042, 0.6674058399123257, 0.6875073154273261, 0.7070912406539203, 0.7263377456503346, 0.7451650537597461, 0.7636408686732035, 0.7816504067031131, 0.7994333775011997, 0.8168284211925385, 0.8340280682971781, 0.8509418949546474, 0.8675347549606296, 0.8838016792890258, 0.8998754095448134, 0.9156807098546971, 0.9313166547747667, 0.9467033885808656, 0.9618647387216122, 0.9765255000000002]","[4.196938, 4.196507, 4.196163, 4.195894, 4.195668, 4.195467, 4.195237, 4.195089, 4.194893, 4.194761, 4.194608, 4.194458, 4.194307, 4.194186, 4.194081, 4.193935, 4.193831, 4.193668, 4.193607, 4.193456, 4.193423, 4.193244, 4.193132, 4.193036, 4.192997, 4.192826, 4.19272, 4.192603, 4.192568, 4.192451, 4.192364, 4.192242, 4.192204, 4.19207, 4.192004, 4.191918, 4.191801, 4.191721, 4.191663, 4.191587, 4.191509, 4.191428, 4.191323, 4.191243, 4.191112, 4.191144, 4.190973, 4.190919, 4.190886, 4.190742, 4.19068, 4.190602, 4.19052, 4.190455, 4.190376, 4.190341, 4.190238, 4.19018, 4.190094, 4.19001, 4.189952, 4.189903, 4.189812, 4.189766, 4.189688, 4.189616, 4.189522, 4.189481, 4.189417, 4.189315, 4.189247, 4.189183, 4.189148, 4.189069, 4.188946, 4.188937, 4.188851, 4.188822, 4.188724, 4.188683, 4.188636, 4.18855, 4.188492, 4.188417, 4.188387, 4.188332, 4.188229, 4.188219, 4.188086, 4.188081, 4.188084]",1.8829778,3.8,4.1
10,1.2,2.4,25,"[0.0, 0.0073039628908437015, 0.016790104039902054, 0.02687212189828289, 0.03791461142812433, 0.04971661708098432, 0.06264445471451055, 0.07708720108143124, 0.09351414257632959, 0.11272221290547207, 0.1354969310329069, 0.16128191630604488, 0.18871006050116124, 0.21684111972049497, 0.2443748172161167, 0.2714465508355789, 0.2979353019877075, 0.3245735467313227, 0.35119795869152237, 0.3781558332783801, 0.40519558905731246, 0.43232775979537563, 0.4586340344143842, 0.48421089844030873, 0.5090712177512509, 0.5332550856655283, 0.5564526413498553, 0.5791021903027729, 0.6010983673255452, 0.6224971838860986, 0.6432967683867536, 0.6637090955650305, 0.6836435564494344, 0.7031918815231031, 0.7223204014667801, 0.7412938471952139, 0.7594590792748839, 0.7777375056601639, 0.7955599856242489, 0.8128769623329949, 0.8299754476202152, 0.8467459558028564, 0.8634640616903635, 0.8797803161106738, 0.8957539246961338, 0.9115661067817885, 0.9270475023390873, 0.9423738521352564, 0.957484512121212, 0.9697999]","[4.196992, 4.196513, 4.196217, 4.195896, 4.195678, 4.195448, 4.195251, 4.195131, 4.194909, 4.194773, 4.194618, 4.194451, 4.194333, 4.194219, 4.194088, 4.193976, 4.193797, 4.193712, 4.193596, 4.193485, 4.193367, 4.193253, 4.193158, 4.193037, 4.192967, 4.192847, 4.192805, 4.192648, 4.192568, 4.192471, 4.192352, 4.192305, 4.192168, 4.192117, 4.191998, 4.191925, 4.191875, 4.191721, 4.191664, 4.191571, 4.19149, 4.191396, 4.191287, 4.191276, 4.19117, 4.191103, 4.191011, 4.190906, 4.190807, 4.190783, 4.190696, 4.190606, 4.190526, 4.190444, 4.190399, 4.190339, 4.190239, 4.190171, 4.190117, 4.190033, 4.189975, 4.189871, 4.189794, 4.189787, 4.18968, 4.189601, 4.189522, 4.189432, 4.189412, 4.18932, 4.189271, 4.189292, 4.189156, 4.189065, 4.189017, 4.188952, 4.18888, 4.188871, 4.188791, 4.18869, 4.188608, 4.18857, 4.188512, 4.188474, 4.188413, 4.188353, 4.188256, 4.188238, 4.18817, 4.188077, 4.188076]",1.8816204,3.8,4.1
