Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
13,"[0.01, 0.012997823129251747, 0.014825709594182536, 0.01876159554730989, 0.021938775510204036, 0.025880860452289038, 0.030277164920022078, 0.03633714285714298, 0.041482814178302914, 0.048481946624803686, 0.05803061224489824, 0.06925850340136065, 0.07861852433281005, 0.0883282312925172, 0.09869884169884169, 0.11140923737916222, 0.12212099125364421, 0.13596348012889362, 0.14596088435374166, 0.1616112244897959, 0.17389030612244885, 0.19077380952380962, 0.2082488800398208, 0.22179676870748288, 0.24529336734693874, 0.2687128279883382, 0.30471510204081614, 0.3386105901820188, 0.38363265306122435, 0.4404387755102039, 0.4916220408163264, 0.5350782312925166, 0.5950155102040816, 0.6414006444683134, 0.6868027210884353, 0.7338514285714286, 0.7888435374149653, 0.8403299319727889, 0.8686844583987438, 0.9247346938775511, 0.9754304267161407, 1.0295544217687074, 1.0775476190476188, 1.1371181525241676, 1.1803673469387759, 1.222585217870932, 1.2886530612244897, 1.339734142305571, 1.4071156462585033, 1.457]",4.8,25,-7.2,1.645,1.638
14,"[0.009, 0.011486621315192718, 0.01431479591836736, 0.01729035250463827, 0.021414965986394554, 0.024639591836734656, 0.029102040816326544, 0.035056122448979564, 0.0399558742415885, 0.047446530612244985, 0.05591326530612252, 0.0646462585034013, 0.07646221731936012, 0.08639115646258548, 0.09586285714285712, 0.10862835660580003, 0.118830667402096, 0.13441974627688918, 0.1446255726780507, 0.15740612244897942, 0.17207346938775503, 0.1888202764976959, 0.2035738295318127, 0.21892942176870736, 0.2404327363598501, 0.26536224489795907, 0.3042823129251694, 0.34649886621315185, 0.3856373626373626, 0.4344234693877548, 0.4806793002915435, 0.5422138775510205, 0.58241156462585, 0.6361306122448979, 0.6880051020408161, 0.7309780219780219, 0.7931004709576132, 0.8373937074829929, 0.8737880690737831, 0.9266734693877561, 0.9742056514913656, 1.0175442176870746, 1.0676190476190475, 1.1244179591836732, 1.1686227247655818, 1.2188058466629894, 1.276789851075565, 1.325467120181406, 1.3854109211252068, 1.442]",4.8,25,-7.2,1.636,1.631
15,"[0.009, 0.011469387755102051, 0.014207725947521867, 0.01784897959183687, 0.021265620094191598, 0.02514775510204081, 0.02917577353522051, 0.034275510204081615, 0.03910544217687056, 0.048053982883476044, 0.0558801020408165, 0.06628350799779374, 0.07541241496598636, 0.08539146567717969, 0.09555952380952394, 0.10534990723562158, 0.11732361516034985, 0.1314818959842001, 0.14309778911564616, 0.15499387755102031, 0.16987127158555715, 0.1859382239382238, 0.20285641399416912, 0.2185510204081632, 0.2364214009928294, 0.26770068027210897, 0.3033547880690737, 0.3413350340136054, 0.376173469387755, 0.43803346938775495, 0.4920097959183673, 0.5217425431711147, 0.5769205736348593, 0.6304983888292158, 0.6839883381924194, 0.7284404761904759, 0.7724379905808474, 0.8148678657903837, 0.8732517006802729, 0.9177523441809156, 0.9664421768707478, 1.0118945578231286, 1.0598452380952381, 1.115397422126745, 1.1518637617209044, 1.205774693877551, 1.2652620408163264, 1.3211675617615466, 1.3782159863945573, 1.434]",4.8,25,-7.2,1.629,1.621
16,"[0.007, 0.009856668248694819, 0.01193476676384837, 0.015428987921699331, 0.019133751962323392, 0.022560131195335252, 0.02638081632653056, 0.031239795918367244, 0.036628071636818034, 0.04364244897959186, 0.05226676384839646, 0.058869957285239596, 0.07100441257584104, 0.08151020408163273, 0.08978571428571418, 0.10142593811718227, 0.11211100049775999, 0.1272632236568095, 0.138390254060808, 0.15003617810760667, 0.16534379905808455, 0.18034523809523786, 0.1968203086112495, 0.21021282798833824, 0.2315372761349437, 0.25455782312924996, 0.28987585034013563, 0.33086028257456845, 0.3715324675324674, 0.42162755102040794, 0.47663108320251146, 0.5133902040816325, 0.5574040816326532, 0.6182303206997083, 0.6724744897959175, 0.7172619047619044, 0.7723453689167967, 0.8158197278911564, 0.8518916797488224, 0.9069387755102043, 0.9546875981161695, 0.9998707482993184, 1.0468514285714285, 1.09094522019334, 1.1458279095421953, 1.1882369845897545, 1.252229199372056, 1.2978092461474386, 1.355226122448979, 1.42]",4.8,25,-7.2,1.612,1.603
17,"[0.004, 0.006383137196484444, 0.007890361984209733, 0.009724949439235221, 0.011708341589062872, 0.014384445670159993, 0.016869387755102053, 0.020252319109461927, 0.024251935256861454, 0.027470490899062488, 0.03294873071179695, 0.0373819241982507, 0.042628356605800034, 0.04882073910645346, 0.05635428571428576, 0.06266688610928238, 0.07131149301825976, 0.07916618075801726, 0.08769632653061228, 0.0971396348012889, 0.10561267911419887, 0.11474436090225558, 0.12478670177748512, 0.1348320251177394, 0.14887020408163262, 0.16159683465222824, 0.1765093877551019, 0.19473469387755113, 0.21380952380952412, 0.24237224489795922, 0.2631338775510203, 0.3041675617615462, 0.34528847214561487, 0.37735576392719244, 0.4207210884353737, 0.46131868131868176, 0.49893877551020505, 0.5290448979591837, 0.5728163265306122, 0.6074251700680273, 0.643816326530612, 0.6882602040816324, 0.7273214285714281, 0.7660884353741487, 0.7987330612244895, 0.8393367346938782, 0.886391836734694, 0.9297905477980667, 0.9777925170068027, 1.061]",7.2,25,-7.2,1.373,1.369
18,"[0.004, 0.005148020654044746, 0.007533692722371996, 0.009630541871921174, 0.011799498746867166, 0.013906525573192264, 0.01622943722943722, 0.019534883720930228, 0.022404761904761927, 0.025654377880184306, 0.02982027649769584, 0.03415126050420174, 0.03892626728110597, 0.04385714285714279, 0.04945000000000006, 0.05655760368663614, 0.06521574344023333, 0.0741758241758242, 0.08043629343629366, 0.0896171428571431, 0.09839768339768354, 0.10766666666666716, 0.11619691119691139, 0.1273650793650796, 0.13807142857142873, 0.15306015037593998, 0.16545714285714305, 0.1819523809523816, 0.20260000000000006, 0.2198457142857143, 0.24473626373626386, 0.2706909620991254, 0.3168809523809525, 0.35341269841269835, 0.39258857142857134, 0.43570270270270295, 0.4745314285714287, 0.5062509652509654, 0.550851428571429, 0.5787142857142857, 0.6229761904761905, 0.6595828571428575, 0.7033783783783789, 0.7420952380952383, 0.7806071428571432, 0.820075187969925, 0.8652895752895755, 0.8968095238095242, 0.9704761904761912, 1.036]",7.2,25,-7.2,1.352,1.336
19,"[0.005, 0.006491296518607464, 0.008442534908700302, 0.011068136932192272, 0.012703752468729476, 0.015025195263290516, 0.017683673469388022, 0.021197142857142904, 0.024112596762842983, 0.027593947923997168, 0.03367788196359618, 0.03735204081632651, 0.042195918367346874, 0.04760954948016938, 0.05368725868725865, 0.061975641869650995, 0.06800086231675766, 0.07682823129251687, 0.08380710994075048, 0.09218804664723036, 0.10106287920573628, 0.110015037593985, 0.12040375068946502, 0.1293510204081632, 0.14071869829012687, 0.15480021482277137, 0.1659030612244888, 0.18580163265306085, 0.2031224489795908, 0.22866693877551017, 0.2561037414965984, 0.2972922448979589, 0.32244489795918346, 0.36211734693877495, 0.4001462585034011, 0.44254761904761764, 0.47054672395273794, 0.5098418367346935, 0.5456762272476557, 0.5820655976676381, 0.6191105442176863, 0.6523112244897955, 0.692360714285714, 0.7325843179377012, 0.7641598639455776, 0.8053418367346925, 0.8427020408163263, 0.8845886143931255, 0.9436806398234969, 1.006]",7.2,25,-7.2,1.316,1.301
20,"[0.004, 0.007160035237116438, 0.00857186903538391, 0.010470265525565056, 0.012868384641992312, 0.015093824542804137, 0.018337010479867504, 0.02195428571428571, 0.024945394373965788, 0.029416138869340865, 0.03380113906027519, 0.038653877551020455, 0.04361996690568108, 0.04994367346938775, 0.05781467181467144, 0.06255378761674155, 0.07139673469387722, 0.07814618908788, 0.0851574344023322, 0.0942391836734693, 0.10213387755102024, 0.11232718894009215, 0.11956326530612196, 0.13146938775510197, 0.14417937701396336, 0.1570758017492711, 0.17424820739106447, 0.1916734693877551, 0.21014285714285674, 0.22824408163265283, 0.26806693877551013, 0.2885159183673469, 0.3227717309145877, 0.36085557299842974, 0.3985510204081629, 0.43565714285714113, 0.46407611693325995, 0.5070636734693877, 0.5349322448979588, 0.5751962323390885, 0.6083630504833512, 0.6416734693877534, 0.6783809523809506, 0.7160408163265306, 0.7438979591836731, 0.7812167677881964, 0.8254906122448974, 0.8654204081632646, 0.9126462585034008, 0.968]",7.2,25,-7.2,1.279,1.264
21,"[0.005, 0.00621958150348748, 0.007867346938775548, 0.010020816326530593, 0.01245808477237043, 0.015126822157434447, 0.017707543731778474, 0.020516754850088137, 0.024782812207451706, 0.028540579022306604, 0.0333528637261356, 0.038484693877551074, 0.04479449454200283, 0.05102757859900712, 0.056821428571428544, 0.06330558539205165, 0.07105539358600575, 0.07788936627282475, 0.0861147269718698, 0.09224489795918364, 0.09883578547698152, 0.10879365079365064, 0.1174387755102039, 0.13099659863945567, 0.1427291781577496, 0.1518472145615001, 0.17300165471594012, 0.18959497645211887, 0.2055857142857143, 0.23402868174296734, 0.2609363265306121, 0.2895283446712015, 0.3227485187623436, 0.3568318367346936, 0.3973532182103613, 0.4260714285714295, 0.45195918367346877, 0.4897469387755097, 0.5235346938775506, 0.5593922902494328, 0.5818302040816327, 0.6262889795918367, 0.6564489795918363, 0.6915746509129966, 0.723621224489796, 0.763408979591837, 0.8058265306122436, 0.8397044897959178, 0.8854710884353738, 0.939]",7.2,25,-7.2,1.247,1.231
22,"[0.003, 0.004885761201032124, 0.007513605442176838, 0.009595158993830075, 0.01179163517258755, 0.015320483749055135, 0.02023173140223828, 0.024110599078340966, 0.03041202426916709, 0.034534473248758975, 0.04273800330943193, 0.051123765635286325, 0.05928734693877546, 0.06674149659863908, 0.07457142857142836, 0.0858316326530612, 0.09513458356315489, 0.10646501457725935, 0.11810204081632654, 0.12917120181405875, 0.14166448979591822, 0.15733928571428565, 0.16784721456150012, 0.18644816326530608, 0.20661394557823126, 0.23478963893249585, 0.2741918367346939, 0.3017704081632652, 0.34364285714285636, 0.38198345284059565, 0.42735131195335274, 0.46987074829931946, 0.5217728768926925, 0.5560392464678179, 0.6053252139565503, 0.6389285714285705, 0.6758820408163265, 0.7208860544217686, 0.7722465306122449, 0.8035477551020408, 0.8537414965986398, 0.8919912536443146, 0.9405828571428566, 0.986830903790087, 1.0360578231292514, 1.0705551020408164, 1.123901360544218, 1.1850722135007845, 1.2392448979591828, 1.285]",4.8,25,-7.2,1.495,1.471
23,"[0.003, 0.005160493827160499, 0.006874999999999958, 0.009773333333333323, 0.013053571428571385, 0.017, 0.021159999999999988, 0.02680487804878041, 0.032891891891891796, 0.04, 0.04649999999999986, 0.05444444444444406, 0.06136363636363629, 0.06999999999999983, 0.078, 0.08933333333333333, 0.09779999999999997, 0.1085675675675676, 0.124, 0.13361538461538452, 0.1490816326530612, 0.15784, 0.178, 0.1972127659574468, 0.22666666666666643, 0.25232, 0.2819230769230767, 0.31835135135135123, 0.3653199999999999, 0.40163999999999983, 0.4346666666666664, 0.49264864864864855, 0.5152499999999999, 0.562333333333333, 0.6076666666666662, 0.6504800000000001, 0.69, 0.7097777777777773, 0.7596400000000001, 0.8088333333333337, 0.848, 0.8873333333333333, 0.932166666666667, 0.9773199999999999, 1.017315789473684, 1.0541200000000002, 1.1043076923076922, 1.1537999999999997, 1.1958947368421045, 1.256]",4.8,25,-7.2,1.469,1.457
24,"[0.003, 0.005065085493656982, 0.0067680037532254385, 0.010084489795918413, 0.013234693877551065, 0.017683265306122586, 0.022870748299319864, 0.027758241758241948, 0.033941224489795745, 0.0397892544773011, 0.04804326530612229, 0.054809795918367335, 0.06225344091124818, 0.07133124018838286, 0.08213428571428573, 0.0901179138321995, 0.09909874917709004, 0.1108282312925169, 0.12066740209597354, 0.13409750566893427, 0.14904653061224485, 0.15927472527472525, 0.1812074829931973, 0.19973129251700675, 0.22656632653061223, 0.25484816326530624, 0.2842687074829925, 0.32367006802721027, 0.3662922077922076, 0.4015298833819241, 0.45710374149659844, 0.49228100470957586, 0.5234448979591835, 0.5652883475971031, 0.6042751020408162, 0.6408869047619044, 0.678655510204081, 0.7194209183673467, 0.7586950113378683, 0.7940655976676382, 0.8381105442176863, 0.8773112244897955, 0.9187257142857141, 0.9584270015698584, 1.0011598639455774, 1.0305886143931255, 1.083662040816326, 1.1387215273206055, 1.193015995587424, 1.236]",4.8,25,-7.2,1.45,1.44
25,"[0.003, 0.004440421329822246, 0.006706839492553754, 0.009858451072736757, 0.013642145230185008, 0.01811527854384995, 0.022583365421640356, 0.02748120300751841, 0.03441419294990727, 0.03979510204081627, 0.046427370948379294, 0.05455259026687603, 0.062252797893350836, 0.07077040816326528, 0.08008880308880291, 0.09009019091507568, 0.09981795918367346, 0.10951700680272054, 0.12194812925170062, 0.1346102040816326, 0.14668244897959176, 0.1569883381924198, 0.1820359828141782, 0.2023248758963045, 0.23202693877551003, 0.2611789638932494, 0.29607535321821044, 0.3360441257584114, 0.36408880308880304, 0.3966049562682215, 0.4502473469387754, 0.4839076262083778, 0.5162359183673468, 0.5603792517006804, 0.5939544740973307, 0.6347942857142856, 0.6724591836734691, 0.7085969387755101, 0.7468326530612243, 0.7838024781341106, 0.8268448979591835, 0.86590731292517, 0.9050783410138247, 0.9455510204081622, 0.9859493877551018, 1.0340155102040816, 1.0718832653061225, 1.1203348041919465, 1.1578499012508228, 1.223]",4.8,25,-7.2,1.434,1.424
26,"[0.003, 0.005107307439104659, 0.007009419152276198, 0.010612244897959153, 0.013962493105350202, 0.017790954219525562, 0.022674786043449573, 0.02917492711370255, 0.03614878209348248, 0.0420566161948652, 0.049029478458049884, 0.05439455782312907, 0.06250821304131408, 0.07043918367346941, 0.07945142857142846, 0.08948299319727872, 0.10036614645858344, 0.1085820408163265, 0.12136577708006262, 0.13423469387755071, 0.14358539205155724, 0.16081746031746016, 0.17809766763848373, 0.20404081632653054, 0.22805612244897963, 0.2601105442176871, 0.29263104189044037, 0.327465306122449, 0.3557457142857143, 0.3913724489795918, 0.44218904403866804, 0.4749024943310657, 0.5127535321821033, 0.5582250268528465, 0.5873673469387747, 0.625354285714286, 0.6652604081632651, 0.7025510204081632, 0.7365853061224488, 0.7773724489795917, 0.8148537414965981, 0.8548885400313968, 0.8917238095238087, 0.9362568027210881, 0.9742987755102034, 1.0171755102040814, 1.0653469387755072, 1.1025646258503388, 1.1533911564625847, 1.201]",4.8,25,-7.2,1.42,1.409
27,"[0.003, 0.004733493397358966, 0.00668616780045352, 0.01023331494760071, 0.014213385354141617, 0.01840915878546532, 0.023230557087699902, 0.028746543778801873, 0.034160816326530626, 0.04151591836734703, 0.04896546310832048, 0.054253061224489765, 0.06268244897959177, 0.07074211502782923, 0.07781142857142853, 0.08880653061224486, 0.0975926697209496, 0.1091567346938776, 0.11885383342526182, 0.1300708915145001, 0.14496546310832012, 0.15910204081632645, 0.17438435374149652, 0.20268197278911554, 0.22432244897959172, 0.2560276110444176, 0.29863605442176844, 0.3256156462585032, 0.36357142857142855, 0.3960641399416906, 0.4392465306122449, 0.47297632653061195, 0.5119234693877548, 0.5476632653061221, 0.5903134693877551, 0.6286171428571427, 0.6552993197278908, 0.6915782312925165, 0.7292789115646255, 0.7740172684458398, 0.8100053705692801, 0.8428299319727894, 0.8787238095238092, 0.920289115646257, 0.958268707482993, 0.9955591836734691, 1.0501820187534472, 1.089649795918367, 1.1425204081632634, 1.191]",4.8,25,-7.2,1.405,1.393
28,"[0.003, 0.005686116700201185, 0.008764976958525413, 0.012111969111969113, 0.017026785714285776, 0.02012087912087937, 0.025359447004608352, 0.030627906976744206, 0.03783458646616553, 0.04241013824884795, 0.05049169435215951, 0.05715178571428577, 0.06571428571428581, 0.0724239631336406, 0.08233333333333297, 0.09047428571428566, 0.10172619047619023, 0.11152571428571399, 0.12221978021977999, 0.13359398496240588, 0.14936571428571416, 0.1647599999999999, 0.17905539358600575, 0.2127857142857138, 0.2324285714285709, 0.27114285714285674, 0.29709890109890097, 0.32996428571428565, 0.3558709677419355, 0.4081190476190475, 0.44405952380952357, 0.48044047619047614, 0.5192171428571428, 0.553345864661654, 0.5927518796992478, 0.6193928571428569, 0.6472342857142857, 0.6948270676691728, 0.7225428571428569, 0.7632380952380945, 0.7987314285714285, 0.8315238095238088, 0.8666666666666661, 0.9074247104247102, 0.9434395604395601, 0.985622857142857, 1.0205714285714276, 1.0658114285714284, 1.1148571428571419, 1.172]",4.8,25,-7.2,1.389,1.378
29,"[0.003, 0.0053971428571428694, 0.006823633156966497, 0.010663594470046077, 0.01501318681318684, 0.018771428571428616, 0.024371428571428655, 0.03005405405405405, 0.03491505791505797, 0.04126857142857147, 0.0472949308755761, 0.05358358662613986, 0.06190225563909777, 0.06976571428571432, 0.07866666666666593, 0.08947428571428566, 0.09673714285714266, 0.10706015037593951, 0.1191142857142856, 0.12988095238095212, 0.14036405529953905, 0.1622799999999999, 0.17755428571428564, 0.20193233082706755, 0.2283428571428571, 0.25709266409266407, 0.2901978021978019, 0.3229285714285713, 0.36084, 0.38463428571428565, 0.43711904761904713, 0.4588857142857144, 0.5094342857142856, 0.5442738095238094, 0.5831904761904753, 0.6061076923076921, 0.6358069498069496, 0.6822571428571426, 0.7115428571428569, 0.7513095238095236, 0.7922857142857141, 0.8211654135338344, 0.8576666666666659, 0.8975366795366795, 0.9284171428571426, 0.969622857142857, 1.0068971428571425, 1.0537451737451735, 1.0987142857142855, 1.153]",4.8,25,-7.2,1.371,1.36
30,"[0.003, 0.004630541871921175, 0.00829428571428572, 0.010953917050691288, 0.015369047619047699, 0.02003474903474899, 0.0246254826254827, 0.03005263157894748, 0.03603428571428561, 0.04217374517374531, 0.04734586466165416, 0.0559183673469392, 0.06324436090225569, 0.07121428571428577, 0.07801886792452825, 0.08732738095238088, 0.09786466165413553, 0.1081309523809523, 0.11843317972350237, 0.13132967032967033, 0.14404571428571436, 0.15825, 0.17955102040816304, 0.20397802197802192, 0.23171428571428546, 0.2630971428571429, 0.29394047619047603, 0.3192200772200772, 0.3553076923076922, 0.3959047619047621, 0.4303085714285714, 0.4665563909774434, 0.5018021978021977, 0.5385604395604394, 0.5734362934362932, 0.6057499999999998, 0.6302342857142857, 0.6694523809523801, 0.6989828571428569, 0.7389047619047617, 0.7780457142857145, 0.813222857142857, 0.8491999999999998, 0.8870714285714287, 0.9138241758241754, 0.9555657142857139, 1.001517857142857, 1.0318914285714285, 1.091166023166023, 1.136]",4.8,25,-7.2,1.354,1.345
31,"[0.003, 0.005871626069782783, 0.00821842250413661, 0.012002310358105416, 0.015163923633969721, 0.019354109211251958, 0.025680272108843327, 0.031428571428571396, 0.03769387755102057, 0.04164124597207282, 0.048767788196359615, 0.0547689795918367, 0.06306067291781574, 0.07125602968460103, 0.07690799031476993, 0.08929538131041842, 0.09581306122448965, 0.10769561441597918, 0.1173945578231293, 0.1277020408163264, 0.1464963265306122, 0.15947104247104246, 0.18503916161059003, 0.2007891156462585, 0.23042229199372055, 0.2588084772370485, 0.29350235478806896, 0.3165820408163265, 0.3615476190476188, 0.3974103114930182, 0.4296381687810259, 0.46426530612244893, 0.5038843537414958, 0.5344950625411453, 0.5653078231292513, 0.6003485714285712, 0.6269045780474349, 0.6692157434402328, 0.7036620408163266, 0.7302762951334376, 0.7685896304467732, 0.7993567346938776, 0.8404935064935063, 0.8659902040816323, 0.9033163265306122, 0.9429167346938776, 0.9876224489795915, 1.0189583673469385, 1.0771886376172088, 1.118]",4.8,25,-7.2,1.337,1.325
32,"[0.002, 0.005125411454904619, 0.006811020408163294, 0.010730743910467633, 0.014164081632653184, 0.018321014892443574, 0.024206839492553815, 0.029918367346939253, 0.03480816326530615, 0.0395124103695534, 0.04544820947246827, 0.05532244897959207, 0.059972244897959145, 0.06705692803437167, 0.07665873015873013, 0.0854240362811792, 0.09528401360544214, 0.10550834879406315, 0.11431673469387742, 0.1249778911564626, 0.14157770800627945, 0.15499125364431493, 0.1803224489795917, 0.1962951334379908, 0.22656645097063208, 0.2612823129251702, 0.28497300855826196, 0.31737506894649753, 0.34197619047619027, 0.39129959183673474, 0.4185278543849971, 0.45044163265306114, 0.4953180272108842, 0.5246265857694429, 0.5546139455782314, 0.5889714285714279, 0.6147967346938775, 0.6522955102040816, 0.691674669867947, 0.7214244897959184, 0.7459484425349084, 0.7905663265306119, 0.8243233082706767, 0.8613061224489794, 0.8980843905129618, 0.933816326530612, 0.9723061224489794, 1.005954081632653, 1.054577959183673, 1.101]",4.8,25,-7.2,1.317,1.309
33,"[0.003, 0.004651400094921682, 0.00822646477946016, 0.011661807580174897, 0.015083202511773964, 0.01942642320085942, 0.02412489795918374, 0.02888285714285716, 0.03456653061224489, 0.03963217845277642, 0.045034013605442555, 0.0536020408163266, 0.05975773535220537, 0.06877210884353724, 0.0760514285714285, 0.08638435374149607, 0.09430612244897964, 0.10383381924198254, 0.11246485260770969, 0.12830283080974325, 0.14217632653061218, 0.15740476190476133, 0.17864370748299324, 0.19374489795918343, 0.2197436535589845, 0.24889625850340125, 0.2922922975641869, 0.3119625850340135, 0.3466228571428572, 0.38942367346938783, 0.4204489795918367, 0.44298530612244885, 0.4891224489795918, 0.51394693877551, 0.5543523093447902, 0.5808171428571425, 0.6143945578231289, 0.6459811616954475, 0.6798415110725142, 0.7099436734693872, 0.7423143960286817, 0.7780669387755096, 0.811428571428571, 0.8379951020408165, 0.8765748299319727, 0.9213197278911568, 0.9584948979591831, 0.9931475667189947, 1.0415148123765627, 1.088]",4.8,25,-7.2,1.302,1.29
34,"[0.003, 0.005137859225322824, 0.007040816326530645, 0.010326166180757991, 0.014260408163265341, 0.018282312925170165, 0.02266227781435164, 0.028215743440233323, 0.03300340136054433, 0.038271836734693844, 0.04395738295318116, 0.052, 0.05832597904026479, 0.06618422504136791, 0.07096138996139, 0.08314396028681742, 0.09048326530612233, 0.10129513343799046, 0.1087653061224493, 0.12514451185879757, 0.13700784929356352, 0.1531542857142857, 0.1725374149659858, 0.19582574568288819, 0.21482374768089055, 0.249298273155416, 0.282850612244898, 0.3084739960500329, 0.33873142857142835, 0.3746359183673469, 0.4094261224489795, 0.43662172011661804, 0.4760901360544218, 0.5024863945578231, 0.5438210361067499, 0.5665546218487393, 0.6003409863945579, 0.6371588527302813, 0.660807823129252, 0.6951207482993192, 0.7266836734693876, 0.7661557465091295, 0.7975771428571424, 0.8282448979591844, 0.8586853741496597, 0.9031064139941691, 0.9392693877551017, 0.975229199372056, 1.0224339419978516, 1.066]",4.8,25,-7.2,1.283,1.273
35,"[0.003, 0.004693548387096782, 0.007666666666666749, 0.010499999999999949, 0.013999999999999898, 0.019081081081081017, 0.023333333333333334, 0.028666666666666667, 0.033162162162162084, 0.03764864864864853, 0.0444838709677419, 0.05036000000000006, 0.05750000000000018, 0.06444999999999984, 0.073, 0.082, 0.0905, 0.10208108108108112, 0.11024324324324317, 0.12149999999999962, 0.13574999999999982, 0.1545, 0.17627906976744162, 0.19299999999999926, 0.22749999999999965, 0.24719354838709662, 0.27725, 0.30135999999999985, 0.33264864864864857, 0.37061999999999995, 0.401, 0.4382499999999998, 0.4589302325581394, 0.5056250000000001, 0.5381698113207547, 0.5629999999999985, 0.5924999999999996, 0.626, 0.6575000000000004, 0.6847499999999999, 0.7232307692307688, 0.743875, 0.7829999999999994, 0.8167500000000001, 0.851, 0.8939999999999992, 0.9235675675675676, 0.9601578947368417, 1.00636, 1.049]",4.8,25,-7.2,1.268,1.256
36,"[0.003, 0.0046785714285714096, 0.008090225563909731, 0.011142857142857026, 0.015217142857142787, 0.018555984555984555, 0.023451345755693544, 0.028789473684210552, 0.03282142857142854, 0.03679560439560437, 0.044761904761904975, 0.049158301158301124, 0.05735164835164771, 0.06634523809523812, 0.07193023255813949, 0.07957738095238102, 0.09009422492401216, 0.09881467181467168, 0.10947926267281123, 0.12452380952380958, 0.13533928571428566, 0.15716666666666698, 0.17215830115830114, 0.1957857142857138, 0.22436507936507943, 0.25430158730158725, 0.27186813186813197, 0.3051530612244898, 0.32771999999999996, 0.3669142857142857, 0.4071262458471761, 0.4298701298701296, 0.45980219780219805, 0.49561142857142854, 0.5149028571428573, 0.5507692307692306, 0.5795714285714281, 0.6133085714285716, 0.6454489795918367, 0.6743736263736264, 0.6968185941043085, 0.7334857142857142, 0.7666666666666657, 0.8017857142857145, 0.8259885714285717, 0.871761904761905, 0.9081285714285715, 0.937980694980695, 0.9841657142857141, 1.02]",4.8,25,-7.2,1.25,1.239
37,"[0.004, 0.006371618414807814, 0.00927551020408168, 0.011692628071636835, 0.014821263989466772, 0.020051296194153242, 0.02360895325872274, 0.028434285714285575, 0.03307496876301536, 0.03911734693877551, 0.043895918367346944, 0.05148521449396081, 0.05863020408163262, 0.06634152436484798, 0.07434857142857146, 0.0801067503924648, 0.09154693877551007, 0.09847108843537393, 0.10693601765030328, 0.12343910467412769, 0.13324734693877538, 0.1567301587301587, 0.17621589688506997, 0.19575759084121452, 0.2275850340136057, 0.2503395918367346, 0.2764393757502998, 0.29902494331065743, 0.3408351648351645, 0.37425427468284606, 0.3995355102040816, 0.43057469387755093, 0.4615289115646257, 0.4927210884353737, 0.5261048237476807, 0.5411314285714287, 0.5756054421768709, 0.6009370748299321, 0.637018707482993, 0.6683503401360543, 0.7003409863945579, 0.7295265306122447, 0.7670952380952376, 0.7882448979591836, 0.8164040816326529, 0.8572602040816324, 0.9002354788069071, 0.9272816326530611, 0.9704408163265303, 1.011]",4.8,25,-7.2,1.229,1.217
38,"[0.002, 0.004806586270872023, 0.006485934914506296, 0.009958632101489194, 0.013159985422740514, 0.016876999448428014, 0.020875052061640826, 0.02511904761904784, 0.02983563154991732, 0.036296326530612315, 0.04099149659863954, 0.045947992100065824, 0.053739795918367195, 0.06022734693877551, 0.06823809523809503, 0.07622448979591827, 0.08499570354457571, 0.09311054421768669, 0.10375265306122462, 0.11686970172684472, 0.1280612244897959, 0.14740659340659334, 0.16662925170068052, 0.18911050273768043, 0.21185516787360084, 0.2405471594043022, 0.263514693877551, 0.29117111459968587, 0.3233819241982507, 0.35793367346938737, 0.38814775510204075, 0.4214146938775506, 0.44180612244897965, 0.47560653061224467, 0.5065722448979586, 0.5321382488479257, 0.5602108843537396, 0.5918537414965981, 0.6216151603498542, 0.6544840816326531, 0.6861496598639457, 0.7078432653061225, 0.7418131868131868, 0.7752448979591839, 0.8067820408163265, 0.8470051020408165, 0.8722600394996709, 0.906481632653061, 0.9447517006802714, 0.994]",4.8,25,-7.2,1.209,1.199
39,"[0.003, 0.005356480254439552, 0.007646567717996362, 0.010891295293627755, 0.014618863761720955, 0.018716784673052926, 0.02242415885273034, 0.02709329446064142, 0.03128373930217246, 0.03595547309833037, 0.04298012889366277, 0.04861092824226481, 0.05446734693877548, 0.061153061224490025, 0.07037541528239198, 0.07711394557823138, 0.0863673469387756, 0.09454128014842302, 0.10656867071152791, 0.11794122448979574, 0.13496075353218218, 0.15031428571428568, 0.1687575510204083, 0.18571528123444486, 0.2188656462585034, 0.24724803767660913, 0.2681934693877551, 0.2974217687074828, 0.3188996138996139, 0.36195918367346913, 0.3884557823129248, 0.41724659863945546, 0.44453469387755085, 0.4788326530612246, 0.5058520408163266, 0.525142857142857, 0.5645646258503397, 0.5873843537414968, 0.6167108843537414, 0.644979591836734, 0.6762482993197279, 0.7070340136054418, 0.7405357142857144, 0.7632778649921489, 0.7965551020408163, 0.8344577259475217, 0.8596930612244899, 0.8926840816326532, 0.9276425813568671, 0.975]",4.8,25,-7.2,1.192,1.18
