Cycle_Index,QV_Curve,Charge_Current(A),Temperture,Discharge_Current(A),Max_Charge_Capacity(Ah),Max_Discharge_Capacity(Ah)
68,"[0.002, 0.004361466620546555, 0.005815233236151586, 0.00793794252394829, 0.009842737094837932, 0.013715816326530616, 0.015766091051805445, 0.019339768339768353, 0.023410848549946257, 0.02692337312283401, 0.031933259790402596, 0.03612734693877547, 0.04191673469387745, 0.04778646092583371, 0.05401544401544393, 0.058437959183673505, 0.06774385672636404, 0.07296258503401366, 0.08471020408163267, 0.09592995035852174, 0.10654122448979586, 0.11663265306122438, 0.13864734693877542, 0.15902757859900712, 0.1744367346938775, 0.19418027210884362, 0.21860472610096668, 0.24131265306122437, 0.2543452380952381, 0.28487244897959163, 0.3065436734693877, 0.3275204081632649, 0.3562489795918368, 0.37648129251700657, 0.38908408163265307, 0.41677551020408055, 0.4373102040816326, 0.46118027210884227, 0.48480062794348466, 0.5035180533751965, 0.5291974983541801, 0.5547959183673474, 0.57315444015444, 0.5971700680272106, 0.6127278911564622, 0.6413755102040813, 0.6650416326530608, 0.6838938775510205, 0.7162669387755098, 0.747]",4.8,25,-7.2,0.924,0.927
69,"[0.002, 0.004142857142857155, 0.004909567496723476, 0.007335907335907421, 0.009488721804511371, 0.012992063492063473, 0.01572857142857147, 0.01878378378378382, 0.023222857142857083, 0.026612244897959145, 0.030828571428571597, 0.035467181467181516, 0.040706766917293205, 0.04820077220077216, 0.05184000000000001, 0.05826267281106004, 0.06669047619047624, 0.07510038610038618, 0.08353142857142865, 0.09515898617511519, 0.10451428571428564, 0.118, 0.1358988095238095, 0.1515119047619048, 0.17205539358600574, 0.1847950310559007, 0.21036443148688044, 0.23220238095238066, 0.25048, 0.28130115830115826, 0.3024884792626728, 0.3229485714285713, 0.34838095238095146, 0.3710742857142857, 0.3826332046332045, 0.4133199999999999, 0.4313809523809525, 0.4527678571428562, 0.47941698841698827, 0.4943317972350232, 0.5180342857142854, 0.5462971428571428, 0.5653265306122449, 0.5890300751879695, 0.6057802197802199, 0.6307735191637629, 0.6610077220077221, 0.6738742857142859, 0.7045944700460827, 0.736]",4.8,25,-7.2,0.918,0.917
70,"[0.003, 0.004301175015460724, 0.006368450082735782, 0.008448979591836728, 0.010782751810401664, 0.01347105372761353, 0.016510755653612735, 0.021055393586005767, 0.024922663802362823, 0.028228786251342522, 0.03202721088435317, 0.036567015995587364, 0.04159591836734693, 0.04819616826322364, 0.05447428571428566, 0.06106067291781575, 0.06816244897959191, 0.07450689464975178, 0.0854677551020409, 0.09475730832873676, 0.1055544217687067, 0.1207619047619046, 0.13743673469387732, 0.15603231292517003, 0.16895085381091213, 0.19260034013605432, 0.21686342229199362, 0.2365416012558868, 0.26211428571428574, 0.2806938775510204, 0.3015520945220194, 0.3300255102040818, 0.3502400644468312, 0.3701491365777081, 0.3868129251700677, 0.41574285714285714, 0.4370955102040816, 0.4542881632653062, 0.4784329840044125, 0.49991051805337494, 0.5242755102040813, 0.5437089151450051, 0.5662509652509652, 0.5854251700680265, 0.6031530612244903, 0.6305180533751958, 0.6507250268528464, 0.6738639455782313, 0.7075746938775502, 0.733]",4.8,25,-7.2,0.913,0.909
71,"[0.003, 0.004506912442396328, 0.006262857142857171, 0.008828571428571255, 0.010174334140435826, 0.013360389610389567, 0.017217142857142927, 0.019928571428571355, 0.02290733590733584, 0.027706563706563672, 0.03345428571428571, 0.03810787172011657, 0.04255428571428565, 0.04702764976958531, 0.053789473684210554, 0.05992128279883374, 0.06624571428571424, 0.07396525096525089, 0.0853089700996678, 0.09361904761904752, 0.10543452380952366, 0.11927999999999989, 0.13431274131274126, 0.1535952380952377, 0.16660591133004923, 0.188690476190476, 0.21607871720116617, 0.23649714285714266, 0.25754054054054043, 0.2813571428571428, 0.29840659340659337, 0.32618857142857133, 0.3500476190476191, 0.36445054945054917, 0.38436293436293417, 0.40574999999999983, 0.42529323308270667, 0.4488452380952374, 0.4723174603174601, 0.49257142857142844, 0.5083942857142858, 0.5374047619047618, 0.5584399999999998, 0.5790300751879699, 0.6033571428571426, 0.6227885714285711, 0.6467443609022556, 0.6669047619047618, 0.6975542857142857, 0.724]",4.8,25,-7.2,0.907,0.902
72,"[0.001, 0.0032236734693877243, 0.006, 0.008, 0.014, 0.01768313641245972, 0.022, 0.028, 0.03448438150770515, 0.042, 0.04765306122449008, 0.05839625850340135, 0.0683390022675738, 0.07955387755102042, 0.09275238095238103, 0.10840646258503407, 0.12153877551020421, 0.1384024489795919, 0.16162612244897961, 0.18165526751241043, 0.21867974882260593, 0.24703861003861, 0.277, 0.3105510204081631, 0.3502670068027211, 0.3757329931972789, 0.42972448979591843, 0.4635395918367347, 0.4965824175824174, 0.537, 0.575, 0.6166886109282422, 0.6541615646258502, 0.69, 0.728, 0.76, 0.7776861224489797, 0.8264914965986387, 0.8560995918367345, 0.8818367346938774, 0.907, 0.937, 0.97, 0.994, 1.014, 1.042, 1.0721020408163262, 1.0899126530612244, 1.1177670068027208, 1.147]",2.4,25,-7.2,1.276,1.225
73,"[0.001, 0.0033520408163266536, 0.00577587463556852, 0.008906938775510131, 0.01272697186982897, 0.018, 0.022333877551020308, 0.03, 0.03536891679748849, 0.044, 0.054, 0.062, 0.074, 0.08765986394557837, 0.1030057142857143, 0.116, 0.133, 0.14881802721088422, 0.179, 0.205, 0.229, 0.2599885714285714, 0.2983799058084772, 0.3303605442176865, 0.37, 0.402, 0.44727346938775514, 0.466, 0.5040114285714286, 0.5426604081632652, 0.5795603971318256, 0.617, 0.6550873469387755, 0.6855340136054415, 0.714, 0.7429880952380956, 0.774340136054422, 0.8046921768707485, 0.834, 0.8637765843179378, 0.893, 0.9119281632653062, 0.943, 0.967, 0.9876828885400313, 1.0160688775510205, 1.039, 1.059, 1.084431020408163, 1.108]",2.4,25,-7.2,1.231,1.223
74,"[0.001, 0.003, 0.005, 0.008768926925608954, 0.01272697186982897, 0.017445153061224482, 0.023053339517625185, 0.029, 0.03425241675617635, 0.043002915451895135, 0.051952564809707766, 0.061189952904238766, 0.07426775510204082, 0.08631673469387759, 0.0970075187969925, 0.1133639455782312, 0.13357278911564632, 0.149, 0.17625938117182355, 0.20204421768707484, 0.22587810259238825, 0.26350857142857126, 0.3, 0.33122349427575903, 0.3636268221574339, 0.4022009419152278, 0.4277534693877551, 0.46242427497314725, 0.504, 0.5405531686358753, 0.58, 0.6133983673469386, 0.651, 0.6765340136054415, 0.7108860544217687, 0.7359880952380956, 0.769, 0.7946921768707484, 0.8285884353741495, 0.8542925170068023, 0.886249149659864, 0.9019640816326532, 0.936, 0.9606647230320703, 0.978, 1.01, 1.0340528756957328, 1.055, 1.079897959183673, 1.105]",2.4,25,-7.2,1.225,1.224
75,"[0.001, 0.003665816326530646, 0.005975794969150472, 0.01, 0.014, 0.01915816326530584, 0.022755102040816183, 0.030285714285714183, 0.03707653061224484, 0.045, 0.052599686028257514, 0.06348521449396081, 0.07528885400313973, 0.085, 0.1041428571428572, 0.11550775510204081, 0.139, 0.15622612244897946, 0.183, 0.20713435374149658, 0.23221598639455762, 0.267, 0.2899420408163265, 0.3332108843537415, 0.368, 0.4038195918367346, 0.430986036519871, 0.4710374149659861, 0.5124710424710425, 0.549254274682846, 0.581, 0.6175746938775509, 0.6542538775510204, 0.679721088435374, 0.718, 0.746, 0.774, 0.7979795918367347, 0.8350374149659862, 0.861, 0.889, 0.9190272108843532, 0.9450952380952375, 0.963, 0.9871947049089903, 1.014, 1.034, 1.0555416012558867, 1.0749183673469382, 1.107]",2.4,25,-7.2,1.226,1.223
76,"[0.001, 0.004253375196232349, 0.007, 0.009816326530612183, 0.014955102040816256, 0.019949764521193136, 0.024, 0.030560439560439343, 0.037, 0.04493537414965956, 0.056053877551020335, 0.06362326530612246, 0.07540362811791385, 0.0884209183673468, 0.104, 0.11742006802721082, 0.13945918367346916, 0.15676766091051786, 0.17903741496598616, 0.214, 0.2372155102040815, 0.276, 0.3074930612244898, 0.3317023394723742, 0.3813311389071757, 0.409, 0.431, 0.481, 0.518, 0.5551020408163263, 0.584, 0.6156365140650853, 0.6561208163265305, 0.69, 0.7177842565597666, 0.7442085714285714, 0.7841459968602826, 0.8034472789115648, 0.835, 0.8611836734693874, 0.8890646258503401, 0.918, 0.9421964285714284, 0.9617064364207221, 0.9835031236984589, 1.0142576530612248, 1.0383532182103605, 1.0534242749731468, 1.079, 1.103]",2.4,25,-7.2,1.219,1.221
77,"[0.001, 0.003, 0.005413265306122521, 0.008744897959183689, 0.013, 0.017639212827988273, 0.022755102040816183, 0.030285714285714183, 0.035, 0.04346938775510178, 0.053, 0.06295102040816324, 0.07563020408163262, 0.087, 0.104, 0.1160533751962324, 0.13471156462585027, 0.15, 0.1763853061224489, 0.21106448979591835, 0.23421598639455762, 0.271547619047619, 0.305, 0.337, 0.37419501133786853, 0.4092482993197272, 0.43198938775510193, 0.4840187074829931, 0.5132171428571428, 0.556, 0.5845355102040816, 0.6205746938775509, 0.6515289115646258, 0.6858605442176869, 0.7223576530612246, 0.7501314285714287, 0.776605442176871, 0.8069370748299322, 0.837018707482993, 0.8633503401360543, 0.895340986394558, 0.923004081632653, 0.9470952380952375, 0.9664709576138144, 0.988, 1.017, 1.041, 1.0585416012558866, 1.075, 1.109]",2.4,25,-7.2,1.225,1.225
78,"[0.001, 0.003, 0.005, 0.009, 0.013, 0.017385954381752704, 0.023, 0.029022857142857017, 0.03478410311493026, 0.043, 0.053, 0.065, 0.076, 0.08441836734693882, 0.10001190476190479, 0.115, 0.13452663016426086, 0.156, 0.1741700680272109, 0.2075221088435374, 0.22887810259238825, 0.266, 0.29237990580847717, 0.3313605442176865, 0.3687990580847722, 0.4085844897959184, 0.433, 0.46929446064139957, 0.5184914285714286, 0.5563469387755101, 0.585349387755102, 0.617, 0.6580873469387755, 0.685, 0.7179453061224489, 0.741, 0.777340136054422, 0.8063843537414973, 0.8369118075801748, 0.8665902040816326, 0.8897591836734695, 0.9079640816326532, 0.9429560439560438, 0.969, 0.9914260724698042, 1.015, 1.0390465306122447, 1.0586605800214821, 1.079, 1.108]",2.4,25,-7.2,1.225,1.225
79,"[0.001, 0.0030812401883830902, 0.005, 0.009, 0.01272697186982897, 0.018323747680890557, 0.021462804476629273, 0.029030075187969757, 0.035, 0.04375072886297386, 0.0527074829931979, 0.06257877551020412, 0.07526775510204083, 0.08483673469387765, 0.1, 0.11617469387755097, 0.13473025732031946, 0.15481802721088422, 0.17608163265306126, 0.2085221088435374, 0.2316530612244896, 0.26821658986175106, 0.3023799058084772, 0.3347048665620092, 0.3688955102040815, 0.40576906552094527, 0.441, 0.472, 0.512, 0.5506604081632652, 0.589, 0.625, 0.6591819727891155, 0.6875340136054414, 0.7232658163265308, 0.7459880952380956, 0.779, 0.808, 0.8398100470957612, 0.869146258503401, 0.896, 0.9089281632653062, 0.9424971428571427, 0.9693579277864993, 0.9945951020408162, 1.015327551020408, 1.039, 1.0585039246467816, 1.085567132116004, 1.109]",2.4,25,-7.2,1.227,1.228
80,"[0.002, 0.004, 0.006, 0.009877551020408182, 0.014076530612244856, 0.018, 0.024, 0.03, 0.036, 0.046, 0.054, 0.06590580847723701, 0.07613411078717201, 0.08592970521541962, 0.10034857142857147, 0.118, 0.13672374315579885, 0.15073554421768695, 0.1803853061224489, 0.21013435374149658, 0.23462367346938767, 0.270547619047619, 0.2994620408163265, 0.3352108843537415, 0.376, 0.408, 0.444, 0.486, 0.5176971428571427, 0.5591881632653061, 0.5922677551020408, 0.6264403866809881, 0.6570578231292514, 0.6948605442176868, 0.727144132653061, 0.7520657142857143, 0.781605442176871, 0.8119370748299322, 0.844018707482993, 0.8689054779806661, 0.897, 0.9260272108843532, 0.9510952380952375, 0.969, 0.991, 1.017130102040816, 1.0384769065520945, 1.059281632653061, 1.083742593811718, 1.109]",2.4,25,-7.2,1.226,1.226
81,"[0.001, 0.003783232211803635, 0.006, 0.00893877551020409, 0.014, 0.018, 0.022995102040816163, 0.02964285714285709, 0.0355934693877551, 0.04623469387755102, 0.05420515574650916, 0.064, 0.076, 0.089760667903525, 0.1037261904761906, 0.1170533751962324, 0.13572374315579885, 0.15622612244897946, 0.18390530612244885, 0.21106448979591835, 0.233, 0.2687142857142856, 0.2917585034013606, 0.33309037900874633, 0.38319501133786854, 0.407, 0.446, 0.474, 0.5199172932330826, 0.557, 0.591, 0.625, 0.6605289115646258, 0.686721088435374, 0.7253576530612246, 0.7512738095238097, 0.782605442176871, 0.8099370748299322, 0.842018707482993, 0.8689054779806661, 0.8976819727891162, 0.9250136054421766, 0.9410952380952375, 0.9693222341568205, 0.987, 1.017130102040816, 1.0376024489795916, 1.06, 1.0873554970375245, 1.111]",2.4,25,-7.2,1.228,1.229
82,"[0.003, 0.004296905859117824, 0.0067356357927787535, 0.008881412024269186, 0.01123632653061228, 0.014251700680272258, 0.018362726222564466, 0.02087644787644797, 0.024930612244897964, 0.030236394557823003, 0.03417172722747642, 0.03939275301957516, 0.04445795918367358, 0.05110612244897956, 0.058158301158301125, 0.0632824489795918, 0.07186656200941917, 0.08285289115646269, 0.09147278911564628, 0.10185067197610743, 0.12054495311638173, 0.1353265306122449, 0.15136979591836727, 0.16954234693877554, 0.18191420241566, 0.20756408163265308, 0.22888435374149646, 0.24690568119139536, 0.26790857142857144, 0.29115306122448964, 0.3156226345083488, 0.3364348508634212, 0.35379421768707464, 0.36439106453392167, 0.3971975510204083, 0.41067857142857106, 0.43304336734693843, 0.44954204081632654, 0.46878302900107394, 0.4906632653061223, 0.5108688046647232, 0.535061224489795, 0.5521828571428572, 0.5720572745227122, 0.5819591836734691, 0.6120073469387753, 0.6301586838817159, 0.6472653061224497, 0.6699518367346937, 0.699]",4.8,25,-7.2,0.855,0.9
83,"[0.003, 0.004120242691671293, 0.006257959183673423, 0.00761279646993932, 0.010102592388306712, 0.012983541803818041, 0.015538512179065165, 0.01924781341107869, 0.023265306122448932, 0.027521632653061144, 0.03146207162110127, 0.03665646258503417, 0.04200945744151318, 0.04642565597667638, 0.05168339768339772, 0.05856039713182566, 0.06634863945578233, 0.07287755102040779, 0.08268326530612259, 0.09060533245556286, 0.10366496598639449, 0.12059428571428592, 0.1317397959183672, 0.15069306122448978, 0.16635660580021497, 0.18843537414965966, 0.21405612244897962, 0.22936489795918372, 0.25618285714285716, 0.27376163265306114, 0.2974207221350079, 0.32604964147821314, 0.34870938775510235, 0.3651397174254315, 0.37737061224489793, 0.4103928571428569, 0.429046530612245, 0.44946768707483, 0.4734242749731472, 0.48838040816326556, 0.5105445269016697, 0.5396012558869705, 0.5564505494505495, 0.5800522448979591, 0.5995007849293574, 0.6213838940981801, 0.6478044217687077, 0.6629784886927744, 0.6917132116004294, 0.719]",4.8,25,-7.2,0.886,0.891
84,"[0.003, 0.0046578744705429356, 0.006732517006802734, 0.008795443758898921, 0.011791297651135955, 0.014213877551020408, 0.017284013605442333, 0.02097235023041469, 0.02446042807366848, 0.02914878209348261, 0.03246883618312188, 0.039002633311389014, 0.04270772594752185, 0.04898204081632647, 0.05354285714285723, 0.060452271231073065, 0.0683126822157434, 0.07282225148123762, 0.08468537414965975, 0.09715995587424162, 0.10681551020408155, 0.12215428571428569, 0.13552721088435354, 0.15519591836734686, 0.168465306122449, 0.18745753785385122, 0.21162437948152232, 0.23299473337722185, 0.2560952380952376, 0.27994217687074824, 0.30400680272108793, 0.32558204081632625, 0.35110040816326504, 0.36568891340319887, 0.38140430226144506, 0.40945238095238046, 0.42931591836734634, 0.45325902668759793, 0.47248639455782304, 0.49580442176870765, 0.515828885400313, 0.5375204081632645, 0.5561607142857145, 0.5784301412872839, 0.5935085929108483, 0.6208448979591835, 0.648363182007497, 0.6630424489795919, 0.6925477109762821, 0.721]",4.8,25,-7.2,0.883,0.885
85,"[0.003, 0.004145880574452017, 0.005545306122448974, 0.007947938359017071, 0.010107455226988785, 0.012601255886970187, 0.016385672636401425, 0.017941326530612197, 0.022882448979591505, 0.026362244897959037, 0.02902721088435317, 0.03483918367346938, 0.040191836734693856, 0.04572942725477286, 0.05125714285714287, 0.05717959183673462, 0.06383843537414984, 0.06959654631083198, 0.08294897959183654, 0.0903297773654916, 0.10253116381687793, 0.11436571428571418, 0.13054575378538494, 0.14945005370569278, 0.15859863945578226, 0.17520068027210878, 0.19886342229199364, 0.22652326530612224, 0.25011428571428573, 0.2716671899529042, 0.29349659863945526, 0.3201020408163269, 0.33824006444683125, 0.35937672366243795, 0.3782636514065084, 0.4027428571428572, 0.4198829215896879, 0.44120068027210885, 0.46750340136054325, 0.4829105180533749, 0.5057650303364588, 0.5315387755102038, 0.5493714285714286, 0.5718503401360531, 0.5879053803339518, 0.6145063430777716, 0.6425939192003334, 0.6564557823129245, 0.6821051805337508, 0.712]",4.8,25,-7.2,0.88,0.876
86,"[0.003, 0.0051381195335276865, 0.006769411212760972, 0.008414765906362552, 0.010308673469387766, 0.013473337722185622, 0.016478862973760947, 0.0189825072886297, 0.023419825072886258, 0.026816326530612306, 0.033144511858797576, 0.037004535147392194, 0.04087409733124018, 0.04597505668934232, 0.050885714285714305, 0.05816163265306127, 0.06581972789115642, 0.07408163265306097, 0.08468537414965975, 0.09315574650913, 0.10385551020408162, 0.11757714285714284, 0.13724765581908435, 0.15109795918367344, 0.1686462585034013, 0.18286143931256696, 0.21044408163265302, 0.22499346938775508, 0.25004571428571404, 0.27493546607832314, 0.29900340136054393, 0.3165344732487589, 0.34126423200859235, 0.36016878102592376, 0.3810816326530617, 0.3992355212355212, 0.424093215664644, 0.44462951334379897, 0.46324319727891156, 0.48660884353741524, 0.508828885400313, 0.5272121499762696, 0.5511607142857144, 0.5668639455782297, 0.5905272108843531, 0.6099224489795918, 0.635363182007497, 0.6600884353741496, 0.6810954219525645, 0.707]",4.8,25,-7.2,0.874,0.873
87,"[0.001, 0.003165714285714284, 0.005583090379008693, 0.008979591836734642, 0.012362857142857116, 0.016, 0.021619047619047056, 0.027249999999999816, 0.033, 0.041, 0.049, 0.056880952380952324, 0.0668007518796993, 0.081, 0.08978571428571416, 0.10646938775510197, 0.11889010989010966, 0.141, 0.159, 0.1778571428571429, 0.21639285714285691, 0.2329285714285713, 0.274, 0.31321428571428545, 0.3429365079365078, 0.385, 0.4230329670329671, 0.45782857142857125, 0.5020833333333331, 0.533, 0.5674642857142855, 0.6060742857142855, 0.641595238095238, 0.6821371428571429, 0.715, 0.7471999999999999, 0.7735314285714285, 0.8069343629343629, 0.8434505494505494, 0.8659642857142853, 0.89, 0.926, 0.9533599999999998, 0.9731785714285714, 1.0, 1.023, 1.053, 1.072912698412698, 1.1005057915057914, 1.125]",2.4,25,-7.2,1.25,1.197
88,"[0.002, 0.004, 0.006559766763848186, 0.010275102040816405, 0.014, 0.019, 0.025459912536443124, 0.03110038610038608, 0.03623833819241967, 0.04470181405895685, 0.053799319727890836, 0.06554204081632642, 0.07354040816326514, 0.08963848396501448, 0.10120408163265232, 0.11741551020408159, 0.13360397131825708, 0.16010047095761373, 0.17979095421952565, 0.209, 0.239, 0.27269047619047554, 0.297, 0.331, 0.372, 0.40828279883381857, 0.43, 0.46925778732545637, 0.504, 0.5418027210884347, 0.571, 0.607, 0.6418995290423859, 0.677, 0.705268707482992, 0.725, 0.756, 0.79, 0.816, 0.847, 0.872, 0.899, 0.9264603174603174, 0.945, 0.966608163265306, 0.9912201166180757, 1.0194709576138148, 1.035, 1.0585590887517797, 1.085]",2.4,25,-7.2,1.204,1.197
89,"[0.001, 0.003115160349854397, 0.006287414965986609, 0.009, 0.013, 0.0189011815252419, 0.025, 0.02870285714285722, 0.035351836734693845, 0.04523737916219124, 0.05339499670836071, 0.06409129967776583, 0.07166763848396493, 0.085, 0.09884523809523812, 0.11811394557823138, 0.13427738442315706, 0.152, 0.178, 0.20394348508634205, 0.226, 0.268, 0.293, 0.31985764061722244, 0.371, 0.3960644897959184, 0.43259673469387755, 0.46671088435374136, 0.4953314285714286, 0.532, 0.566554693877551, 0.6032465986394555, 0.6365525902668758, 0.67362973760933, 0.7018520408163266, 0.7225542857142855, 0.753, 0.7851213748657356, 0.814, 0.836979591836734, 0.8676241496598638, 0.894, 0.92, 0.9408194662480371, 0.9650365646258501, 0.985, 1.0082130612244897, 1.0306577708006281, 1.059, 1.08]",2.4,25,-7.2,1.198,1.195
90,"[0.001, 0.0039937888198757635, 0.006741312741312813, 0.01, 0.014, 0.01865934065934087, 0.02386813186813194, 0.030079999999999992, 0.035294642857142955, 0.04552995391705068, 0.054, 0.06439428571428578, 0.07725868725868722, 0.0893496240601504, 0.10316666666666674, 0.116, 0.136, 0.15436571428571436, 0.1769940476190476, 0.2046050420168068, 0.23709142857142856, 0.26571999999999996, 0.3042084942084943, 0.331, 0.369, 0.406, 0.4246628571428571, 0.466, 0.51414, 0.53, 0.5680225563909772, 0.604, 0.6421142857142856, 0.6714642857142856, 0.6958321428571428, 0.7194200000000001, 0.751, 0.7831868131868132, 0.816, 0.84, 0.866, 0.8938571428571433, 0.918, 0.9380595238095235, 0.962, 0.983, 1.0081371428571428, 1.0295102040816329, 1.0534914285714283, 1.075]",2.4,25,-7.2,1.195,1.197
91,"[0.001, 0.003772814786291878, 0.0068378088077336125, 0.01, 0.01390986394557819, 0.01844481466055808, 0.025296630280018936, 0.03, 0.036, 0.043552721088435276, 0.05337708719851567, 0.064, 0.072, 0.08732938775510202, 0.09957142857142838, 0.11324653061224474, 0.1328622448979591, 0.15623568136932187, 0.179, 0.20605565862708702, 0.23559863945578224, 0.26392571428571415, 0.309, 0.3260884353741493, 0.3685353583293782, 0.407215664644236, 0.4299783423573511, 0.46595408163265284, 0.5005542857142856, 0.539, 0.5676479591836732, 0.6052090457804742, 0.633, 0.6760688775510205, 0.703268707482992, 0.7257028571428569, 0.766, 0.7844595918367346, 0.8129540816326529, 0.843, 0.8677236394557821, 0.8971938775510202, 0.913, 0.9419419152276289, 0.962735245449531, 0.9856486880466473, 1.009, 1.031, 1.050005830903789, 1.078]",2.4,25,-7.2,1.195,1.195
92,"[0.001, 0.003805134957208688, 0.007, 0.010275102040816405, 0.01381972789115638, 0.01890816326530604, 0.023567055393585973, 0.02777606177606177, 0.03523833819241968, 0.04451664876476903, 0.054, 0.06335660580021474, 0.07701378929950345, 0.085658775510204, 0.09888857142857137, 0.115, 0.13372448979591828, 0.15406874328678835, 0.17767772108843535, 0.20660204081632622, 0.23859863945578225, 0.267, 0.3080297848869278, 0.323, 0.3577172011661808, 0.40461381475667174, 0.427, 0.46681632653061145, 0.51, 0.5365424621461486, 0.566, 0.5988293877551019, 0.6329477551020407, 0.675, 0.7021343537414958, 0.7231466165413534, 0.755, 0.7839574829931973, 0.8149540816326529, 0.84, 0.8667236394557821, 0.8963330612244899, 0.9119257142857143, 0.9384897959183671, 0.9605551853394418, 0.984454081632653, 1.007, 1.0288432653061226, 1.0530031397174249, 1.079]",2.4,25,-7.2,1.194,1.194
93,"[0.001, 0.0037281806339557657, 0.005768891340319937, 0.00955612244897998, 0.01293219223173144, 0.018, 0.02423140223831469, 0.028190476190476245, 0.03539237581825186, 0.044, 0.05196979591836741, 0.064, 0.072, 0.08457653061224502, 0.09832718894009215, 0.11336127964699394, 0.133, 0.149, 0.16989299503585226, 0.19994348508634208, 0.22849959183673477, 0.2661485714285714, 0.2955118587975731, 0.33236297376093293, 0.366, 0.39912401883830456, 0.4364030612244899, 0.45571088435374135, 0.5, 0.538, 0.5681093877551019, 0.601, 0.6395525902668758, 0.6724163265306123, 0.6968520408163266, 0.726, 0.76, 0.7843322448979592, 0.812, 0.838979591836734, 0.8676241496598638, 0.8981551020408164, 0.913777142857143, 0.9403436471362737, 0.9626993932708217, 0.991, 1.012, 1.0294500537056928, 1.0533182570325426, 1.076]",2.4,25,-7.2,1.194,1.195
94,"[0.001, 0.003, 0.006, 0.008816326530612182, 0.0134751020408163, 0.018, 0.02283243823845309, 0.028383458646616413, 0.035, 0.042, 0.05, 0.06151360544217676, 0.07164217687074827, 0.084, 0.0981309523809523, 0.11427365491651206, 0.13165843179377001, 0.15087918367346928, 0.179, 0.20167673469387754, 0.22489795918367303, 0.261, 0.2953331494760066, 0.32723724489795897, 0.366, 0.3956445578231293, 0.43339038841342986, 0.4529455782312922, 0.49164571428571424, 0.5365300606729179, 0.5649232653061224, 0.6008885400313969, 0.637, 0.6632595918367346, 0.7003959183673466, 0.724, 0.7560998925886144, 0.7854472789115647, 0.813486394557823, 0.8357755102040808, 0.86806462585034, 0.8973537414965986, 0.919, 0.9394833512352311, 0.9633419746276889, 0.9835758017492713, 1.0090918367346937, 1.0283224489795917, 1.0553116381687808, 1.078]",2.4,25,-7.2,1.192,1.194
95,"[0.001, 0.0026632653061223355, 0.004413265306122521, 0.008744897959183689, 0.013, 0.016, 0.021834528405956895, 0.027350230414746438, 0.03179673469387755, 0.042117346938775516, 0.05, 0.061, 0.07182921589688501, 0.0823642072213502, 0.099, 0.11502775510204086, 0.13212872841444254, 0.14747108843537393, 0.1695351473922902, 0.20108485499462944, 0.22421598639455761, 0.25936507936507935, 0.282, 0.32237879542060727, 0.356, 0.3918195918367346, 0.43239466754443706, 0.46603741496598616, 0.49991729323308254, 0.536188163265306, 0.568, 0.602, 0.6365077551020406, 0.6648605442176869, 0.6990823615160349, 0.7236369047619049, 0.755, 0.783, 0.8147056122448979, 0.838554970375247, 0.87, 0.8945265306122447, 0.920190476190475, 0.9414709576138144, 0.9642158968850695, 0.9860743440233235, 1.01, 1.03, 1.0569183673469382, 1.079]",2.4,25,-7.2,1.193,1.196
96,"[0.001, 0.003, 0.005599183673469396, 0.008744897959183689, 0.013, 0.017, 0.02299605003291626, 0.028434285714285575, 0.03430612244897943, 0.04311734693877551, 0.051, 0.061905808477237, 0.07339387755102038, 0.08145228902371764, 0.099, 0.11250775510204081, 0.13206693877551012, 0.15222612244897946, 0.17680272108843517, 0.2031343537414966, 0.22743197278911523, 0.26, 0.29288854003139725, 0.32337879542060727, 0.3592925170068028, 0.39465306122448957, 0.43524938775510197, 0.4700374149659861, 0.49660058309037897, 0.5324868804664719, 0.5661067503924644, 0.6041821036106749, 0.6392538775510204, 0.673, 0.7006660029865605, 0.731, 0.759, 0.7839370748299321, 0.8170374149659861, 0.844, 0.872, 0.898, 0.9250476190476188, 0.944, 0.9658840816326527, 0.9900743440233235, 1.0106024489795917, 1.0325416012558866, 1.059, 1.083]",2.4,25,-7.2,1.196,1.197
97,"[0.001, 0.0039085714285714114, 0.006, 0.009523809523809946, 0.013514285714285744, 0.018, 0.022440476190476056, 0.028879999999999923, 0.03603759398496248, 0.04255952380952384, 0.05147744360902262, 0.06154608294930878, 0.07419327731092437, 0.0827104247104247, 0.10115789473684209, 0.11286857142857133, 0.13480219780219774, 0.15338223938223935, 0.17897619047619043, 0.20579761904761903, 0.22685714285714292, 0.2641666666666663, 0.2964761904761902, 0.326, 0.35894980694980694, 0.3983095238095238, 0.4258262548262548, 0.46604761904761915, 0.507, 0.5350952380952378, 0.5687371428571426, 0.6075494505494503, 0.6409047619047618, 0.677197802197802, 0.7019201680672268, 0.73, 0.7568928571428573, 0.792202380952381, 0.817, 0.8465714285714283, 0.873, 0.9031904761904767, 0.925, 0.944, 0.9676332046332045, 0.9934489795918363, 1.012, 1.034, 1.06, 1.081]",2.4,25,-7.2,1.195,1.199
