0,1,2,3,4
0.16148235,0.16342703,0.26545653,0.15812473,0.25150937
0.16126877,0.16344124,0.26534167,0.1580705,0.2518778
0.16111653,0.1635417,0.2648833,0.15832356,0.2521349
0.16180024,0.16359237,0.26490504,0.15824378,0.25145853
0.16135839,0.16365738,0.26434228,0.15854046,0.25210148
0.16136871,0.16353847,0.26497594,0.15845455,0.2516623
0.16151895,0.16347931,0.2654231,0.15812135,0.25145733
0.1616636,0.16346633,0.26567414,0.15794681,0.2512491
0.16168836,0.16355188,0.26526636,0.15814143,0.25135195
0.16127095,0.16366786,0.26445064,0.15848653,0.25212395
0.16124561,0.16353232,0.26507264,0.15837424,0.25177518
0.16115957,0.16361322,0.26451325,0.15866861,0.2520454
0.1613117,0.16348237,0.26515922,0.15855652,0.25149018
0.16145305,0.16352995,0.2652329,0.15836678,0.25141734
0.16160539,0.16364133,0.26471406,0.15858155,0.25145766
0.16163778,0.16366415,0.2646164,0.15845685,0.2516248
0.16176942,0.16363038,0.2649275,0.1582216,0.25145108
0.16156587,0.16356523,0.26489624,0.15860693,0.25136566
0.16159455,0.1636094,0.26466352,0.15861946,0.25151306
0.16173913,0.16363172,0.26463425,0.15850812,0.25148675
0.1617306,0.16375177,0.26410595,0.15878166,0.25163
0.16176425,0.16362852,0.26466924,0.15865237,0.2512856
0.16207248,0.16379058,0.26421782,0.15874106,0.25117812
0.16186872,0.16377003,0.2642261,0.15861835,0.25151682
0.16202267,0.16361032,0.26486933,0.15846719,0.25103053
0.16189232,0.16379233,0.2639447,0.15886885,0.25150183
0.16227067,0.16368337,0.26479158,0.15857925,0.25067517
0.16237944,0.16379455,0.26423535,0.15876901,0.25082165
0.16248976,0.16384202,0.26402718,0.15875302,0.25088802
0.16201411,0.16367596,0.26444748,0.15874097,0.2511215
0.16230942,0.1638338,0.26375258,0.15900582,0.2510984
0.16232514,0.16383363,0.2639759,0.1587008,0.25116453
0.16216908,0.16383588,0.26376772,0.15899175,0.25123554
0.16224697,0.16385074,0.26371753,0.15886973,0.25131506
0.16239727,0.163741,0.26422438,0.15880276,0.25083458
0.16237268,0.16381232,0.26389194,0.15880433,0.25111875
0.16233723,0.1638051,0.26395303,0.15896745,0.2509372
0.16259132,0.16390936,0.26357457,0.15911125,0.25081348
0.16246831,0.16390581,0.2635246,0.15888926,0.251212
0.1628136,0.16385117,0.2639114,0.15887563,0.25054818
0.16287899,0.16402653,0.26320988,0.1591066,0.25077805
0.16308829,0.16403003,0.26346898,0.15877412,0.25063857
0.16261737,0.16397624,0.2632631,0.159136,0.25100732
0.16292691,0.16407962,0.26303813,0.1590256,0.2509298
0.16272289,0.16399851,0.26322517,0.15903804,0.25101542
0.16297388,0.1641359,0.26258516,0.15931264,0.2509924
0.16267833,0.16401514,0.263227,0.15907341,0.2510061
0.16303532,0.16402166,0.26315176,0.15928641,0.25050488
0.16305473,0.16403273,0.26297992,0.15940297,0.25052968
0.16326894,0.16402172,0.2632301,0.15922429,0.25025493
0.16346194,0.16413748,0.26294008,0.15919918,0.2502613
0.16355014,0.16417657,0.26286542,0.15907261,0.25033525
0.16339847,0.16427238,0.26206627,0.15947095,0.2507919
0.1635483,0.1641462,0.26262194,0.1592873,0.2503963
0.16354007,0.16426691,0.2620193,0.15956004,0.2506137
0.16355896,0.16413155,0.26262027,0.1593784,0.25031084
0.16348797,0.16427636,0.26192504,0.15955827,0.2507524
0.16360453,0.1641577,0.26272917,0.1592494,0.25025916
0.16350822,0.16422497,0.26220533,0.15936314,0.25069833
0.16365288,0.16426471,0.26204294,0.15964597,0.25039348
0.16342446,0.16433755,0.26148185,0.15977575,0.25098038
0.16374674,0.16431198,0.2618546,0.15970072,0.25038597
0.16371809,0.16422752,0.26222748,0.15962307,0.25020385
0.16373432,0.16434279,0.2616908,0.15974844,0.25048363
0.16402093,0.16437134,0.26173702,0.15951037,0.2503604
0.16384256,0.1643038,0.2619405,0.15952885,0.25038427
0.163765,0.16445468,0.26114875,0.15978463,0.2508469
0.16391481,0.16443805,0.2611866,0.15984868,0.2506118
0.16389579,0.16433027,0.2617608,0.1597395,0.25027362
0.16406429,0.16445355,0.26141885,0.15963946,0.25042388
0.16424073,0.16459274,0.2608738,0.15975621,0.25053647
0.16424426,0.16444495,0.2615829,0.1594758,0.25025207
0.16409497,0.1643659,0.2617345,0.15959191,0.25021267
0.1641411,0.1645382,0.2608845,0.15986136,0.25057483
0.16424125,0.1645345,0.26115656,0.15985894,0.2502087
0.16433015,0.16463387,0.2608255,0.15981975,0.2503907
0.16412221,0.16449767,0.26117346,0.1598359,0.25037077
0.16427232,0.16461243,0.26055476,0.15993993,0.25062054
0.16439652,0.16449921,0.26123583,0.15973742,0.25013104
0.1642563,0.16457215,0.2608701,0.15968728,0.25061417
0.164314,0.16462801,0.26062953,0.16001011,0.2504183
0.16422462,0.1646229,0.26059943,0.1600905,0.2504625
0.16453584,0.164616,0.26072907,0.15987462,0.2502444
0.16458099,0.16465184,0.26059332,0.1597626,0.25041124
0.16453893,0.1646671,0.26037192,0.16009371,0.2503283
0.16424759,0.16456766,0.26065627,0.16010512,0.25042337
0.16444588,0.16464415,0.26047134,0.15998223,0.25045642
