0,1,2,3,4
0.16371207,0.2708366,0.15833709,0.15493253,0.2521817
0.15954298,0.26365864,0.16139181,0.15820047,0.25720608
0.15708952,0.26152402,0.16208588,0.16352914,0.2557714
0.15958308,0.25562984,0.16499886,0.1636212,0.25616705
0.15819223,0.25687543,0.16375741,0.16428359,0.25689134
0.15989669,0.25406733,0.16523804,0.16523673,0.25556123
0.15806355,0.25034633,0.16670065,0.16478117,0.26010835
0.16200756,0.25119063,0.16605358,0.1683218,0.25242645
0.16734144,0.16659775,0.24981664,0.24894293,0.16730122
0.16647755,0.16603331,0.2477518,0.25341317,0.16632426
0.25365925,0.16250533,0.16826154,0.25365925,0.16191465
0.25427988,0.16009389,0.16866829,0.25650173,0.16045626
0.25966084,0.1566091,0.16891757,0.25813928,0.15667322
0.16908026,0.1533333,0.25879997,0.26263142,0.156155
0.16921781,0.15315267,0.25455618,0.26756287,0.15551043
0.16774929,0.14731275,0.26756296,0.26287654,0.15449844
0.17080984,0.1467566,0.25880855,0.27291963,0.1507054
0.1691635,0.14546539,0.25947544,0.2753558,0.15053996
0.16976313,0.14221652,0.2616489,0.27793977,0.14843172
0.1638961,0.13917609,0.26990467,0.27759925,0.14942393
0.16440621,0.13724242,0.26946688,0.2807248,0.14815965
0.24982591,0.2596376,0.16101402,0.16699116,0.16253132
0.16306393,0.26547724,0.15952784,0.16603239,0.2458986
0.16157529,0.26451203,0.15988718,0.16426748,0.24975798
0.1630505,0.25967574,0.16237563,0.1626416,0.2522566
0.16574343,0.2566109,0.163945,0.16604654,0.2476541
0.16395587,0.25344288,0.16520025,0.16430467,0.25309628
0.16665846,0.25039145,0.16707146,0.16425134,0.25162727
0.16681,0.24856901,0.16769408,0.16660255,0.25032434
0.25365707,0.16385756,0.2504845,0.16801897,0.16398187
0.25676486,0.16065578,0.2528348,0.16788949,0.16185504
0.26127717,0.1571301,0.25493363,0.1682209,0.1584382
0.25951946,0.15576677,0.25655082,0.17048779,0.15767516
0.26070157,0.1528743,0.25994778,0.17000514,0.15647122
0.26606113,0.14896539,0.26240698,0.16962802,0.1529385
0.26475984,0.14697422,0.26481822,0.1710871,0.15236065
0.17191762,0.1457511,0.26577732,0.26386958,0.15268435
0.17244145,0.14323132,0.2683846,0.26503068,0.1509119
0.16016243,0.274496,0.15610598,0.14845729,0.2607783
0.16230142,0.27425933,0.15675144,0.1451007,0.26158705
0.16321094,0.26776618,0.15900968,0.15259244,0.25742078
0.16290705,0.25921503,0.16313912,0.15795161,0.25678715
0.15699393,0.25541204,0.16521382,0.16220461,0.2601756
0.1600668,0.25404176,0.16560748,0.1624382,0.2578458
0.15775238,0.25066,0.1678638,0.16483904,0.25888473
0.157954,0.25100142,0.16716002,0.16621755,0.25766698
0.16385901,0.16786234,0.24964741,0.16449058,0.2541407
0.16220629,0.25023395,0.16719565,0.1673131,0.25305104
0.16146487,0.16480637,0.2554246,0.16733122,0.2509729
0.16160698,0.1612201,0.2624042,0.16615781,0.2486109
0.16462623,0.16286539,0.2557551,0.25054985,0.16620342
0.16530016,0.16511188,0.25064334,0.2519906,0.16695409
0.16747168,0.1632756,0.25031438,0.25511056,0.16382775
0.25396147,0.16111453,0.16883,0.25463808,0.16145588
0.16582927,0.15827867,0.2569012,0.25735146,0.16163938
0.2557498,0.15857293,0.16832852,0.25872612,0.15862264
0.25672907,0.15731174,0.16851667,0.2594364,0.15800616
0.1681876,0.15765254,0.2531672,0.2602347,0.16075797
